COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,REVISIÓN O REEVALUACIÓN,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,SUBTIPOLOGÍAS,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,ALCANCE INICIATIVA,DIVISIÓN VINCULADA,CARTERA REZAGO,BENEFICIARIO,SECTOR,SUBSECTOR,MONTO INICIATIVA,MONTO SECTORIAL,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,GASTO SIG. AÑOS,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,N° RATES EMITIDOS,DIAS PARA RESPUESTA,N° ORD. POSTULACIÓN,FECHA ORD. POSTULACIÓN,FECHA RECEPC. GORE,ANALISTA,FECHA ASIGN. ANALISTA,N° ORD.  A MIDESO,FECHA ENVÍO A MIDESO,N° ORD. CORE,FECHA ENVÍO ORD. A CORE,N° CERTIF. RS,FECHA CERTIF. RS,N° CERT.CORE O RES. EXTA INCORP,FECHA CERTIF. APROBADO CORE,"N° MEMO PRESUPESTO
RES. APRUEBA CONV","FECHA ENVÍO A PRESUPUESTO
FECHA CONVENIO",OBSERVACIONES GENERALES,EJE,LINEAMIENTO,OBJETIVO,ACCION,N° EMPLEOS EST. HOMBRE,N° EMPLEOS EST. MUJER,N° EMPLEOS ESTIMADOS,N° BENEF DIRECT HOM,N° BENEF DIRECTOS MUJ,N° BENEF DIRECTOS TOTAL,CONTROL DE DIAS,CONTROL RESPUESTA OBSERVACIONES,N° DIAS RETRASO,RESPONDE OBSERVACIONES,FECHA RESPUESTA INGRESO PRE INVERSIÓN,N° DÍAS A LA ESPERA DE REVISIÓN,PRIORIZADO GOBERNADOR,,,,,,
30095321-2022,VIGENTE,2022,2022,30095321,0,"REPOSICION POSTA DE SALUD RURAL VEGAS DE ITATA, COMUNA DE COELEMU",REVISIÓN,PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,COMUNAL,,,COELEMU,SALUD,SALUD BAJA COMPLEJIDAD,"M$26,349",M$0,"M$26,349","M$26,349","M$10,000","M$16,349",APROBADO TÉCNICAMENTE,11.11.2022,RS,28-06-2022,,,224,01-04-2022,05-04-2022,Sin Analista,,571,5/16/2022,1914,14-11-2022,,28-06-2022,,,,,RS,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.2 FORTALECER EL ACCESO A LA SALUD DE CALIDAD PARA TODOS LOS HABITANTES DE LA REGIÓN,3.1.2.4 Implementar estrategia integral de mejoramiento de la atención a los usuarios.,,,,559,435,994,28-06-2022,,,,,,NO,,,,,"3.1.4. Promover políticas, programas y acciones para disminuir la violencia de género",1.3.1.2. Evaluar los programas de certificación ambiental municipal (SCAM) y de establecimientos educacionales (SCAE) para mejorar el conocimiento sobre los valores ambientales del territorio.
30095514-2019,NO VIGENTE,2019,2019,30095514,0,"CONSTRUCCION MUROS DE CONTENCION POBLACION VILLA MADERA, COELEMU",,PROYECTO,ITATA,COELEMU,EJECUCIÓN,MIDESO,,,31,,,MUNICIP. COELEMU,MUNICIPIO,,,,,COELEMU,INFRAESTRUCTURA SOCIAL,SEGURIDAD PUBLICA,"$451,788",$0,"$451,788",,"M$180,715","M$271,073",NO RECOMEN,,INADMISIBLE,12-02-2019,,,,,05-02-2019,MARIA JOSE GUTIÉRREZ / MIDESO,06-02-2019,,,,,,,,,,, // OFICIO 41 DEL 12-02-19 INFORMA INADMISIBLE // E698/2019 DERIVADO ANALISTA PARA REVISIÓN,,,,,,,,,,,12-02-2019,RECORDAR PLAZO,1266,,,,,,,,,3.2.1. Promover el bienestar integral de las personas mayores,"1.3.2.1. Conservar el estado de los valores ambientales del territorio, incluyendo programas de promoción, protección y recuperación."
30095718-2019,NO VIGENTE,2019,2019,30095718,0,"CONSTRUCCION EDIFICIO CONSISTORIAL, COMUNA DE QUIRIHUE",,PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,,,31,2,,MUNICIP. QUIRIHUE,MUNICIPIO,,,,,QUIRIHUE,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$7,563,409",$0,"$7,563,409",,"M$991,507","M$6,571,902",REEMPL,,RS,28-12-2018,,,,,31-12-2018,JAVIER BRITO / MIDESO,08-01-2019,,,,,,,,,,, // EN ESPERA DE PRIORIZACIÓN DE RECURSOS PARA CORE,,,,,,,,,,,28-12-2018,,NO APLICA,,,,,,,,,3.2.2. Contribuir a la generación de igualdad para personas con discapacidad y neurodivergentes,1.3.2.2. Promover el desarrollo de actividades de visita y turismo de bajo impacto en áreas representativas de los valores ambientales del territorio.
30095718-2020,VIGENTE,2019,2020,30095718,0,"CONSTRUCCION EDIFICIO CONSISTORIAL, COMUNA DE QUIRIHUE",,PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,MIDESO,,31,2,,MUNICIP. QUIRIHUE,MUNICIPIO,,,,,QUIRIHUE,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$7,760,036",$0,"$7,760,036",,"M$1,017,283","M$6,742,753",NO PRIO INTEN RS,,RS,28-12-2018,,,,,31-12-2018,JAVIER BRITO / MIDESO,08-01-2019,,,,,,,,,,, // EN ESPERA DE PRIORIZACIÓN DE RECURSOS PARA CORE,,,,,,,,,,,28-12-2018,,NO APLICA,,,,,,,,,4.1.1. Fortalecer la gestión cultural de la región de Ñuble,"2.1.1.1. Desarrollar la capacidad innovadora, creando y emprendedora de la formación escolar."
30103660-2019,NO VIGENTE,2019,2019,30103660,0,"MEJORAMIENTO PLAZA DE ARMAS, COMUNA DE BULNES",,PROYECTO,DIGUILLIN,BULNES,DISEÑO,MIDESO,,,31,,,MUNICIP. BULNES,MUNICIPIO,,,,,BULNES,INFRAESTRUCTURA PUBLICA,DESARROLLO URBANO,"$43,406",$0,"$43,406",,"M$43,406",M$0,NO RECOMEN,,INADMISIBLE,16-11-2018,,,,,09-11-2018,OSCAR DIAZ / MIDESO,09-11-2018,,,,,,,,,,," // SEGÚN ACTA DE COMITÉ 16-11-18, INICIATIVA POSTULADA AÑO 2018 EN BIO BIO; POSEE FI DE MIDESO BIO BIO DE FECHA 02-10-18",,,,,,,,,,,16-11-2018,RECORDAR PLAZO,1354,,,,,,,,,4.1.2. Contribuir al desarrollo de las economías creativas ,2.1.1.2. Elaborar e implementar un programa de apoyo al desarrollo de talentos regionales.
30103782-2019,NO VIGENTE,2019,2019,30103782,0,RESTAURACION CAPILLA HOSPITAL SAN JUAN DE DIOS DE CHILLÁN,,PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,MIDESO,,,31,2,,MOP ARQUI,SECTORIAL / OTRO,,,,,CHILLAN,ARTES,INFRAESTRUCTURA PATRIMONIAL,"$2,932,180",$0,"$2,932,180",,"M$265,183","M$2,666,997",APRO CORE,,RS,15-03-2019,,,,,28-12-2018,ELIAS JARA,03-01-2019,40,18-01-19,128,25-03-2019,,,77,03-04-2019,,," // SE RECIBE ORD. 1449 DEL 28-11-19 E6240/2019 EL CUAL SE DERIVA A DIPIR 10-12-19// APROBADO CORE ÑUBLE SEGÚN CERTIFICADO 77 DEL 03-04-19 // SE ENVIA A CORE POR ORD. 128 DEL 25-03-19 // POR ORD. 28 DEL 19-03-19 E1401/2019 ARQUITECTURA INFORMA RS A GORE, DERI",,,,,,,,,,,15-03-2019,,NO APLICA,,,,,,,,,4.1.3. Contribuir a la identificación y visibilizarían de las identidades de la región,"2.1.1.3. Fortalecer el distrito de innovación mediante la vinculación educación superior, empresa y sector público para la inserción en la economía nacional y global."
30113947-2020,NO VIGENTE,2019,2020,30113947,0,CONSTRUCCION CAMARINES ESTADIO MUNICIPAL YUNGAY,,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,,,,,YUNGAY,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000",,"M$60,000",M$0,APRO CORE,,RS,19-12-2019,,,,,29-03-2019,JAVIER BRITO,11-10-2019,,,489,30-12-2019,,,,,,, // ENVIADO A CORE ÑUBLE ORD 489 DEL 30-12-2019 E6909/2020//MEMO S/N ENTREGADO A JEFE DE GABINETE DEL 27-12-2019//CON FECHA 27-12-19 SE INFORMA POR CORREO A FORMULADOR RS//RS DEL 19-12-2019 ENVIADO POR CORREO A JEFE DIPLADE//POR CORREO DEL 18-11-19 FORMULADOR,,,,,,,,,,,19-12-2019,,NO APLICA,,,,,,,,,"4.2.1. Fomentar la investigación y puesta en valor del patrimonio cultural, material e inmaterial y natural",2.1.1.4. Promover el intercambio y alianzas internacionales en materia de relevancia regional para Ñuble
30113947-2020,EN PRESUPUESTO,2019,2020,30113947,0,CONSTRUCCION CAMARINES ESTADIO MUNICIPAL YUNGAY,,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,,,,,YUNGAY,DEPORTES,DEPORTE RECREATIVO,"$60,000",$0,"$60,000",,"M$60,000",M$0,APRO CORE,,RS,19-12-2019,,,,,29-03-2019,JAVIER BRITO,11-10-2019,,,489,30-12-2019,,,9,08-01-2020,,, // CERTIFICADO CORE LLEGA POR ORD. 34 DEL 31-01-20 DE SECRETARIO EJECUTIVO // APRO CORE DEL 08-01-2020//APRO COMI CORE 07-01-2020//ENVIADO A CORE ÑUBLE ORD 489 DEL 30-12-2019 E6909/2020//MEMO S/N ENTREGADO A JEFE DE GABINETE DEL 27-12-2019//CON FECHA 27-12-19 SE INFORMA POR CORREO A FORMULADOR RS//RS DEL 19-12-2019 ENVIADO POR CORREO A JEFE DIPLADE//POR CORREO DEL 18-11-19 FORMULADOR,,,,,,,,,,,19-12-2019,,NO APLICA,,,,,,,,,5.1.1. Consolidar la institucionalidad pública integrada y en coherencia con los instrumentos de desarrollo y planificación,2.1.2.1. Formular un programa de incentivo para la atracción y retención de profesionales
30119286-2020,EN PRESUPUESTO,2020,2020,30119286,0,"REPOSICIÓN CESFAM FEDERICO PUGA BORNE, CHILLÁN VIEJO",,PROYECTO,DIGUILLIN,CHILLAN VIEJO,EJECUCIÓN,MIDESO,MIDESO,,31,0,0,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,,,,,CHILLAN VIEJO,SALUD,BAJA COMPLEJIDAD,"$4,672,751",$0,"$4,672,751",,"M$25,678","M$4,647,073",APRO CORE,,RS,27-04-2020,,,,,20-04-2020,Oscar Diaz Diaz,20-04-2020,191,20-04-20,651,31-07-2020,,,181,24-08-2020,,," // RS MIDESO EL 31-07-20 // ADMISIBLE MIDESO 27-04-20// ENVIADO A MIDESO POR ORD. 191 DEL 20-04-20// 20-04-20 SE ENVÍA POR CORREO OFICIO PARA FIRMA SR. INTENDENTE// E8841/2020 POSTULA FNDR 2020, EN REVISIÓN ANTECEDENTES PARA ENVÍO A MIDESO//",,,,,,,,,,,27-04-2020,,NO APLICA,,,,,,,,,5.1.2. Formar gestores públicos con perspectiva multinivel para la descentralización y la desconcentración,2.1.2.2. Generar programas de capacitación en oficios y/o certificación de competencias con criterios territoriales.
30119286-2021,EN PRESUPUESTO,2022,2021,30119286,0,"REPOSICION CESFAM FEDERICO PUGA BORNE, CHILLAN VIEJO",REEVALUACIÓN,PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,MIDESO,MIDESO,SALUD,31,2,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,S.SALUD ÑUBLE,COMUNAL,,,CHILLÁN VIEJO,SALUD,SALUD BAJA COMPLEJIDAD,"M$6,522,507",M$0,"M$6,522,507","M$6,522,507","M$3,588,628","M$2,922,291",APROBADO TÉCNICAMENTE,,RS,02-08-2022,,,663,08-07-2022,03-08-2022,Sin Analista,,855,7/12/2022,,,,,,,,,SIN OBSERVACIONES,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.2 FORTALECER EL ACCESO A LA SALUD DE CALIDAD PARA TODOS LOS HABITANTES DE LA REGIÓN,3.1.2.4 Implementar estrategia integral de mejoramiento de la atención a los usuarios.,,,,10748,12120,22868,02-08-2022,,,,,,NO,,,,,5.1.3. Potenciar innovaciones tecnológicas para favorecer una gestión de calidad,2.1.2.3. Diseñar e implementar iniciativas para la incorporación de mujeres al mercado laboral con criterios de equidad.
30119618-2019,NO VIGENTE,2019,2019,30119618,0,"CONSTRUCCION SERVICIO APR SECTOR LAS ROSAS, COMUNA DE SAN IGNACIO",,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,MIDESO,,,31,2,,MUNICIP. SAN IGNACIO,MUNICIPIO,,,,,SAN IGNACIO,APR,AGUA POTABLE,"$318,612",$0,"$318,612",,"M$318,612",M$0,APRO CORE,,RS,16-08-2018,,,,,01-10-2018,JAVIER BRITO / MIDESO,03-01-2019,,,136,28-03-2019,,,81,08-04-2019,,, // APROBADO CORE DE ACUERDO A CERTIFICADO CORE 81 DE FECHA 08-04-19 // ENVIADO A CORE POR ORD. 136 DEL 28-03-19 E1630/2019 // PRIORIZANDO PARA ENVÍO A CORE,,,,,,,,,,,16-08-2018,,NO APLICA,,,,,,,,,5.1.4. Fortalecer mecanismos de control que aseguren un ejercicio de gestión pública con transparencia y probidad.,"2.2.1.1. Implementar un plan de fortalecimiento, recambio e introducción de nuevas variedades y especies agrícolas, y hortofrutícolas."
30119692-2019,NO VIGENTE,2019,2019,30119692,0,NORMALIZACION UNID FARMACIA Y DISPENS.DE FARMACOS HOSP. EL CARMEN,,PROYECTO,DIGUILLIN,EL CARMEN,DISEÑO,MIDESO,,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,,,EL CARMEN,SALUD,BAJA COMPLEJIDAD,"$14,627",$0,"$14,627",,"M$14,627",M$0,REV MDS,,OT,04-02-2019,,,,,28-12-2018,JAVIER BRITO / MIDESO,08-01-2019,42,18-01-19,,,,,,,,," // ADMISIBLE MIDESO 23-01-19 / ENVIADO A MIDESO POR ORD. 42 DEL 18-01-19, SUBIDO A BIP 21-01-19 / EN REVISIÓN ANALISTA",,,,,,,,,,,04-02-2019,RECORDAR PLAZO,1274,,,,,,,,,5.2.1. Formalizar y promover mecanismos y niveles de participación para las políticas públicas regionales.,"2.2.1.2. Elaborar y difundir información apropiada para incorporar adaptación, innovación y diversificación a la actividad agrícola"
30119692-2020,NO VIGENTE,2020,2020,30119692,0,NORMALIZACION UNID FARMACIA Y DISPENS.DE FARMACOS HOSP. EL CARMEN,,PROYECTO,DIGUILLIN,EL CARMEN,DISEÑO,MIDESO,,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,,,EL CARMEN,SALUD,BAJA COMPLEJIDAD,"$14,626",$0,"$14,626",,"M$14,626",M$0,,,FI,10-03-2020,,,,,05-02-2020,PABLO NUÑEZ,10-02-2020,107,18-02-20,,,,,,,,," // FI MIDESO 10-03-20 // ADMISIBLE MIDESO 27-02-20// E7958/2020 POR ORD. 107 DEL 18-02-20 SE ENVÍA A REVISIÓN MIDESO, CARGADO EN BIP 24-02-20 // E7684/2020 INGRESADO PARA ENVÍO A MIDESO, PLAN ÑUBLE, INFORMA POSTULACIÓN POR CORREO A JEFES DE DIVISIÓN PARA PRIORIZACIÓN 11-02-20",,,,,,,,,,,10-03-2020,,NO APLICA,,,,,,,,,"5.2.2. Impulsar una gestión pública integrada, a nivel subregional, con criterios de equidad territorial.","2.2.1.3. Diseñar y ejecutar un programa de fortalecimiento de la producción y comercialización de alimentos saludables y plantas medicinales bajo criterios agroecológicos, orgánicos y otras certificaciones especiales."
30122860-2019,NO VIGENTE,2019,2019,30122860,0,"CONSTRUCCION CANCHA PASTO SINTÉTICO 22 DE AGOSTO, CHILLAN",,PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,,,CHILLAN,DEPORTES,DEPORTE RECREATIVO,"$45,000",$0,"$45,000",,"M$45,000",M$0,RATIF CORE,,RS,,,,,,,PABLO NUÑEZ,,,,6,07-01-2019,,,26,21-01-2019,,, // POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,2.2.1.4. Apoyar la diversificación y mejoramiento de la oferta de los pequeños productores agrícolas y emprendimientos rurales
30126289-2019,NO VIGENTE,2019,2019,30126289,0,NORMALIZACION SISTEMAS ELECTRICOS EN ESTAB PENIT. CCP BULNES,,PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,MIDESO,,,31,2,,GENDARMERIA,SECTORIAL / OTRO,,,,,BULNES,JUSTICIA,REHABILITACIÓN ADULTOS,"$510,952",$0,"$510,952",,"M$510,952",M$0,REV MDS,,FI,28-08-2019,,,,,09-07-2019,MARIA JOSE GUTIÉRREZ / MIDESO,17-07-2019,343,05-08-19,,,,,,,,," // ENVIADO A MIDESO POR ORD. 343 DEL 05-08-19 E4011/2019, CARGADO EN BIP 07-08-19 // ORD. DE ENVÍO A MIDESO PARA FIRMA JEFE DIPLADE 05-08-19 // POR CORREO DE FECHA 23-07-19 FORMULADOR SOLICITA AUMENTO DE PLAZO PARA RESPONDER A OBSERVACIONES, POR CORREO DEL M",,,,,,,,,,,28-08-2019,RECORDAR PLAZO,1069,,,,,,,,,,2.2.1.5. Diseñar e implementar un programa de desarrollo productivo integral de caletas pesqueras.
30126533-2019,NO VIGENTE,2019,2019,30126533,0,NORMALIZACION REDES ELÉCTRICOS CENTRO DETENCION PREVENTIVA YUNGAY,,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,,31,2,,GENDARMERIA,SECTORIAL / OTRO,,,,,GENDARMERIA,JUSTICIA,REHABILITACIÓN ADULTOS,"$403,708",$0,"$403,708",,"M$201,854","M$201,854",PRIORIZANDO MDS,,ADMISIBLE,17-09-2019,,,,,24-04-2019,MATHIAS PEZO / MIDESO,26-04-2019,,,,,,,,,,, // OFICIO DE ENVÍO A MIDESO PARA FIRMA JEFE DIPLADE 17-09-19 // E2062/2019 ASIGNADO ANALISTA PARA REVISIÓN,,,,,,,,,,,17-09-2019,RECORDAR PLAZO,1049,,,,,,,,,,2.2.1.6. Diseñar e implementar un programa de apoyo al desarrollo de las industrias creativas
30126592-2019,NO VIGENTE,2019,2019,30126592,0,NORMALIZACION REDES ELÉCTRICAS CENTRO DETENCION PREVENTIVA SAN CARLOS,,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,,31,2,,GENDARMERIA,SECTORIAL / OTRO,,,,,SAN CARLOS,JUSTICIA,REHABILITACIÓN ADULTOS,"$560,407",$0,"$560,407",,"M$560,407",M$0,REV MDS,,FI,30-08-2019,,,,,09-07-2019,MARIA JOSE GUTIÉRREZ / MIDESO,17-07-2019,344,05-08-19,,,,,,,,," // ENVIADO A MIDESO POR ORD. 344 DEL 05-08-19 E4012/2019, CARGADO EN BIP 07-08-19 // ORD. DE ENVÍO A MIDESO PARA FIRMA JEFE DIPLADE 05-08-19 // POR CORREO DE FECHA 23-07-19 FORMULADOR SOLICITA AUMENTO DE PLAZO PARA RESPONDER A OBSERVACIONES, POR CORREO DEL M",,,,,,,,,,,30-08-2019,,NO APLICA,,,,,,,,,,2.2.1.7. Impulsar programas de Transferencia Tecnológica para mejorar la competitividad de emprendimientos creativos.
30128024-2022,VIGENTE,2022,2022,30128024,0,REPOSICION Y EQUIPAMIENTO SERVICIO MÉDICO LEGAL DE CHILLÁN,,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,MIDESO,MIDESO,JUSTICIA,31,2,,SERVICIO MÉDICO LEGAL,SECTORIAL / OTRO,GORE-DIDESO,REGIONAL,,,REGIONAL,JUSTICIA,ADMINISTRACIÓN JUSTICIA,"M$2,994,413",M$0,"M$2,994,413","M$2,994,413","M$1,814,165","M$337,119",APROBADO TÉCNICAMENTE,,RS,11-07-2022,,,,,,Sin Analista,,,,,,MIDESO,11-07-2022,,,,,"RS MIDESO BIOBIO, RECURSOS BIOBIO DEVUELVE ÑUBLE, PROYECTO EN EJECUCIÓN OF N°6124 SOLO AVISO",,,,,,,,230015,234276,464291,11-07-2022,,,,,,NO,,,,,,"2.2.2.1. Elaborar y ejecutar un programa regional para la incorporación de valor agregado en segmentos críticos de las cadenas productivas, especialmente en el sector silvoagropecuario y agroindustrial."
30130455-2022,VIGENTE,2022,2022,30130455,0,"ADQUISICION CAMIÓN ALJIBE, CHILLAN VIEJO",REVISIÓN,PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,VEHÍCULOS Y MAQUINARIAS,29,3,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,COMUNAL,,,CHILLÁN VIEJO,MULTISECTORIAL,MULTISECTORIAL ASISTENCIA Y SERVICIOS SOCIALES,"M$96,838",M$0,"M$96,838","M$96,838",M$0,"M$96,838",APROBADO TÉCNICAMENTE,18.10.2022,RS,18-10-2022,,,422,29-06-2022,30-06-2022,Juan Pablo Lopez,30.09.2022,,,,,251,18.10.2022,,,,,RS,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.6 DISEÑAR Y EJECUTAR UNA ESTRATEGIA HÍDRICA REGIONAL,1.1.6.3 Mejorar el uso racional del agua mediante la organización participación y educación de los usuarios.,,,,1707,1791,3498,18-10-2022,,,,,,NO,,,,,,2.2.2.2. Impulsar un plan de transformación digital con aplicaciones en distintos ámbitos de la economía y sociedad regionales.
30131927-2019,NO VIGENTE,2019,2019,30131927,0,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE LA RED VIAL, COMUNA DE COIHUECO",,PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,C-33,,,29,5,2,ASOCIACIÓN PUNILLA,MUNICIPIO,,,,,COIHUECO,MAQUINARIA,ORGANIZACIÓN Y SERVICIOS COMUNALES,"$442,823",$0,"$442,823",,"M$442,823",M$0,REEMPL,,INADMISIBLE,12-12-2018,,,,,05-12-2018,VICTOR RETAMAL,05-12-2018,,,,,,,,,,, // REEMPLAZADO POR IDI 40010268 / DEBE REINGRESAR CON CODIGO BIP NUEVO E INDICAR CODIGO DE MIGRACIÓN BIO BIO,,,,,,,,,,,12-12-2018,RECORDAR PLAZO,1328,,,,,,,,,,"2.2.2.3. Establecer incentivos y programas de financiamiento para fomentar la inversión en actividades de investigación aplicada, desarrollo e innovación que promuevan el bienestar social."
30132368-2020,EN PRESUPUESTO,2020,2020,30132368,0,"MEJORAMIENTO AVDA. VICENTE MENDEZ, PAUL HARRIS Y LAS ROSAS, CHILLÁN",,PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,MIDESO,,31,1,0,MINVU SERVIU,SECTORIAL / OTRO,,,,,CHILLAN,TRANSPORTE,"TRANSPORTE URBANO, VIALIDAD PEATONAL","$892,618",$0,"$892,618",,"M$179,550","M$713,068",RECHZ DIPRES,,RS,23-07-2019,,,,,05-03-2020,PABLO NUÑEZ,05-03-2020,,,154,05-03-2020,,,,,,," // RECHAZADO CORE SESIÓN 22-04-20// INCLUÍDO EN COMISIÓN CORE Y SESIÓN CORE DEL 08-04-20// E8369/2020 INGRESA ORD. 154 DEL 05-03-20 A CORE ÑUBLE // E8360/2020 INGRESA INICIATIVA POR ORD. 199 DEL 28-02-20; PROYECTO YA CONTABA CON RS FONDOS SECTORIALES, SE SOLICITÓ CAMBIO DE FUENTE A MIDESO Y AHORA SE ENVÍA PARA PRESENTACIÓN A CORE.",,,,,,,,,,,23-07-2019,,NO APLICA,,,,,,,,,,2.2.2.4. Diseñar e implementar programa de servicios regionales de Tecnologías de Información y Comunicación (TIC)
30132368-2020,EN PRESUPUESTO,2021,2020,30132368,0,"MEJORAMIENTO AVDA VICENTE MENDEZ, PAUL HARRIS Y LAS ROSAS, CHILLÁN",,PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,MIDESO,Caminos/Calles/Veredas,31,2,0,SERVIU,SECTORIAL / OTRO,,,,,CHILLAN,TRANSPORTE,VIALIDAD URBANA,"$912,697",$0,"$912,697",,"M$183,588","M$729,109",CONVENIO APROBADO,,RS,25-02-2021,,,,,25-03-2021,Oscar Diaz Diaz,25-03-2021,Sin envío previo,,216,31-03-2021,,,0,,,, // PARA PRIORIZACIÓN DE INTENDENTE // DERIVADO A OSCAR PARA REVISIÓN DE ANTECEDENTES.,,,,,,,,,,,NO,YA ESTÁ RS,NO APLICA,,,,,,,,,,2.2.3.1. Diseñar y ejecutar una estrategia de promoción de la oferta turística formalizada.
30132719-2019,NO VIGENTE,2019,2019,30132719,0,"REPOSICION EDIFICIO CONSISTORIAL, EL CARMEN",,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,MIDESO,,,31,2,,MUNICIP. EL CARMEN,MUNICIPIO,,,,,EL CARMEN,CONSISTORIAL,ADMINISTRACION MULTISECTOR,"$6,748,556","$5,365,834","$1,382,722",,"M$2,667","M$1,380,055",RATIF CORE,,RS,,,,,,,PABLO NUÑEZ,,,,6,07-01-2019,,,26,21-01-2019,,, // POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,"2.2.3.2. Identificar nuevos atractivos turísticos, facilitar el acceso e integrarlos en las cadenas de valor del turismo."
30132719-2019,VIGENTE,2022,2019,30132719,0,"REPOSICION EDIFICIO CONSISTORIAL, EL CARMEN",REVISIÓN,PROYECTO,DIGUILLÍN,EL CARMEN,EJECUCIÓN,MIDESO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,MUNICIP. EL CARMEN,MUNICIPIO,MUNICIP. EL CARMEN,COMUNAL,,,EL CARMEN,MULTISECTORIAL,ADMINISTRACIÓN MULTISECTORIAL,"M$7,380,013","M$4,418,124","M$2,961,889","M$2,961,889","M$2,876,055","M$85,834",ENVIADO A CORE,21-10-2022,RS,07-10-2022,,,345,27-04-2022,27-04-2022,Rolando Gasset,,649,6/3/2022,1594,17-10-2022,,,,,,,"SUBDERE:OF 2686/2022, SOLICITA EVALUACION",1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,5967,6077,12044,07-10-2022,,,,,,NO,,,,,,2.2.3.3. Ejecutar la política regional de turismo con énfasis en la formalización de servicios y experiencia del visitante
