ENROCADO,,,,,,,,,,,,,,,,,,,,,,
C,VIA RECEPCIÓN,NÚMERO DOCUMENTO,TIPO DE DOCUMENTO,FECHA DOCUMENTO,FECHA RECEPCIÓN,FECHA DE ENTREGA,REMITENTE,DESTINATARIO,MATERIA,VIA DISTRIBUCIÓN,ADJUNTO,DERIVADO A: (DIVISIÓN),RECEPCIONADO POR,FECHA,FIRMA,Responsable,Medio derivación,FECHA,Respuesta si/no,Instrucción,Plazo,Observación
5773,PAPEL,49,OFICIO,26-12-24,26-12-24,31-12-24,MARIA ISABEL DIAZ VELASCO REPRESENTANTE LEGAL FUNDACION DESAFIO LEVANTEMOS CHILE ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"INFORME MENSUAL DE GASTOS Y ACTIVIDADES DE OCTUBRE 2024, PROGRAMA ""TRANSFERENCIA DE APOYO A FERIANTES DE LA REGION DE ÑUBLE"" COD BIP 40038746",PAPEL,,UCR ,,,,,,,,,,
5772,PAPEL,15,OFICIO,26-12-24,30-12-24,31-12-24,COORDINADORA CENTRO INTEGRAL DE LA MUJER COMUNA DE COELEMU,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"REMITE INFORMES MENSUALES DE GASTOS Y ACTIVIDADES, PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU ",PAPEL,,UCR ,,,,,,,,,,
5771,PAPEL,14,OFICIO,26-12-24,30-12-24,31-12-24,COORDINADORA CENTRO INTEGRAL DE LA MUJER COMUNA DE COELEMU,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"REMITE INFORMES MENSUALES DE GASTOS Y ACTIVIDADES, PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU ",PAPEL,,UCR ,,,,,,,,,,
5770,PAPEL,1020,OFICIO,16-12-24,30-12-24,31-12-24,ALCALDE (S) DE LA COMUNA DE COELEMU ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"REMITE RENDICION PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU ",PAPEL,,UCR ,,,,,,,,,,
5769,PAPEL,917,OFICIO,12-11-24,30-12-24,31-12-24,ALCALDE (S) DE LA COMUNA DE COELEMU ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"REMITE RENDICION PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU ",PAPEL,,UCR ,,,,,,,,,,
5768,PAPEL,839,OFICIO,08-10-24,30-12-24,31-12-24,ALCALDE (S) DE LA COMUNA DE COELEMU ,ALICIA CONTRERAS GOBERNADORA REGIONAL (s),"REMITE RENDICION PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU ",PAPEL,,UCR ,,,,,,,,,,
5767,PAPEL,13,OFICIO,26-12-24,30-12-24,31-12-24,COORDINADORA CENTRO INTEGRAL DE LA MUJER COMUNA DE COELEMU,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"REMITE RENDICIONES FINANCIERAS PROGRAMA ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER"" COMUNA DE COELEMU",PAPEL,,UCR ,,,,,,,,,,
5766,PAPEL,574,OFICIO,27-12-24,30-12-24,30-12-24,LUIS MOLINA MELO ALCALDE COMUNA DE NINHUE ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS ESTADO DE PAGO N°1 INICIATIVA DENOMINADA ""CONSTRUCCION CANCHA PASTO SINTETICO Y CIERRE PERIMETRAL SECTOR COYANCO, COMUNA DE NINHUE"" COD BIP 40045787",PAPEL,,DIPIR ,,,,,,,,,,
5765,PAPEL,571,OFICIO,24-12-24,26-12-24,30-12-24,LUIS MOLINA MELO ALCALDE COMUNA DE NINHUE ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS ESTADO DE PAGO N°2 INICIATIVA ""CONSTRUCCION CUBIERTA MULTICANCHA LICEO ARTURO PRAT, COMUNA DE NINHUE"" COD BIP 400060479",PAPEL,,DIPIR ,,,,,,,,,,
5764,PAPEL,570,OFICIO,24-12-24,26-12-24,30-12-24,LUIS MOLINA MELO ALCALDE COMUNA DE NINHUE ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS ESTADO DE PAGO N°1 INICIATIVA ""CONSTRUCCION SEDE JUNTA DE VECINOS SECTOR QUIRAO, COMUNA DE NINHUE"" COD BIP 40050552",PAPEL,,DIPIR ,,,,,,,,,,
5763,PAPEL,1401,OFICIO,23-12-24,26-12-24,30-12-24,JUAN CARLOS RAMIREZ SEPULVEDA ALCALDE COMUNA DE PORTEZUELO ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"ESTADO DE PAGO N°6 DE LA OBRA ""CONSTRUCCION CANCHA DE PASTO SINTETICO SECTOR LLAHUEN COMUNA DE PORTEZUELO, SEGUNDO LLAMADO"" COD BIP 40049625",PAPEL,,DIPIR ,,,,,,,,,,
5762,PAPEL,928,OFICIO,27-12-24,30-12-24,30-12-24,JORGE DEL POZO PASTENE ALCALDE COMUNA DE CHILLAN ,SR. OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITA TRANSFERENCIA DE RECURSOS POR 1ER ESTADO DE PAGO DE LA OBRA ""MEJORAMIENTO AREAS VERDES VILLA ALTOS DE SANTA RITA"" COD BIP 40060347",PAPEL,,DIPIR ,JAVIER BRITO ,,,,,,,,,
5761,EMAIL ,932,OFICIO ,26-12-24,30-12-24,31-12-24,JAIRO DEL PINO LEMA  ALCALDE DE LA COMUNA DE PINTO,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITUD PRIMER ESTADO DE PAGO OBRA ""CONSTRUCCION LUMINARIAS PUBLICAS SOLARES Y/O TECNOLOGIA LED, DISTINTOS SECTORES DE LA COMUNA DE PINTO "" CODIGO BIP 40060965-0",EMAIL ,,DIPIR ,EMILIANO DOMINGUEZ,,,,,,,,,
5760,EMAIL ,931,OFICIO ,26-12-24,30-12-24,31-12-24,JAIRO DEL PINO LEMA  ALCALDE DE LA COMUNA DE PINTO,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITUD PRIMER ESTADO DE PAGO OBRA ""REPOSICIÓN PISCINA MUNICIPAL COMUNA DE PINTO"" CODIGO BIP 40050612-0",EMAIL ,,DIPIR ,EMILIANO DOMINGUEZ,,,,,,,,,
5759,EMAIL ,947,OFICIO ,27-12-24,27-12-24,30-12-24,JORGE ROMERO VILLALOBOS ALCALDE COMUNA DE COBQUECURA,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"RESPUESTA  A OBSERVACIONES ACTA N°2 PROYECTO FRIL ""CONSTRUCCION CAMARINES INCLUSIVOS ESTADIO FISCAL, COMUNA DE COBQUECURA. ",EMAIL ,,ANALISIS Y EVALUACION,MARCELO BILBAO,,,,,,,,,
5758,EMAIL ,62,OFICIO ,27-12-24,27-12-24,30-12-24,DANIELA VERGARA TAPIA DIRECTOR REGIONAL (S) SERCOTEC REGION DE ÑUBLE ,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"INFORMAR SEGÚN CONVENIO PROGRAMA 40056384-0 ""PRIMER COMPROBANTE DE INGRESO PROGRAMA TRANSFERENCIA PROGRAMAS ESPECIALES DE FOMENTO PRODUCTIVO PARA LA REGIÓN DE ÑUBLE"".",UCR-  DIFOI,,ELIAS JARA,,,,,,,,,,
5757,EMAIL ,401,OFICIO ,27-12-24,27-12-24,30-12-24,SR. JAVIER CHILIAN DIRECTOR REGIONAL INIA QUILAMAPU,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"INFORME FINAL DE PROGRAMA, CORREGIDO. ",UCR-  DIFOI,,ELIAS JARA,,,,,,,,,,
5756,EMAIL ,246,OFICIO ,27-12-24,27-12-24,30-12-24,JORGE RUIZ PARADA. SECRETARIO EJECUTIVO DEL CONSEJO REGIONAL DE ÑUBLE. GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,CERTIFICADO DE ASISTENCIA ANUAL DE SESIONES ORDINARIAS Y EXTRAORDINARIAS DE CONSEJERAS Y CONSEJEROS REGIONALES DE ÑUBLE 2024.,DAF,,GONZALO SEPULVEDA - JOSE SAN MARTIN ,,,,,,,,,,
5755,EMAIL ,245,OFICIO ,27-12-24,27-12-24,30-12-24,JORGE RUIZ PARADA. SECRETARIO EJECUTIVO DEL CONSEJO REGIONAL DE ÑUBLE. GOBIERNO REGIONAL DE ÑUBLE.,"ALICIA CONTRERAS VIELMA.
JEFA DIVISIÓN ADMINISTRACIÓN Y FINANZAS GOBIERNO REGIONAL DE ÑUBLE (S).
GOBIERNO REGIONAL DE ÑUBLE",CERTIFICACIÓN ASISTENCIA CONSEJERAS Y CONSEJEROS REGIONALES.,DAF,,GONZALO SEPULVEDA - JOSE SAN MARTIN ,,,,,,,,,,
5754,EMAIL ,847,OFICIO ,17-12-24,27-12-24,30-12-24,"WILSON ENRIQUE PALMA JELVES ALCALDE
ILUSTRE MUNICIPALIDAD DE COIHUECO",OSCAR CRISÓSTOMO LLANOS GOBERNADOR REGIONAL REGIÓN DE ÑUBLE,"REMITE ESTADO DE PAGO N°16, PARA SU CANCELACIÓN.",DIPIR,,JAVIER BRITO - CRISTIAN JAQUE,,,,,,,,,,
5753,EMAIL ,ORD,87,26-12-24,26-12-24,30-12-24,"ANDRÉS MERINO OLAVE
SECPLAN
I. MUNICIPALIDAD DE ÑIQUEN",OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SUBSANA OBSERVACIONES DE PROYECTO QUE POSTULA A FUENTE DE FINANCIAMIENTO FONDO REGIONAL DE INICIATIVA LOCAL (FRIL), AÑO 2024.",ANALISIS Y EVALUACION,,DANIEL FUENTES,,,,,,,,,,
5752,EMAIL ,244,OFICIO ,18-12-24,26-12-24,30-12-24,JORGE RUIZ PARADA. SECRETARIO EJECUTIVO DEL CONSEJO REGIONAL DE ÑUBLE. GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"INFORMA PLANTEAMIENTO Y REQUERIMIENTO DEL CONSEJERO REGIONAL ALBERTO JARPA LEIVA, EN LA COMISIÓN DE PRESUPUESTO Y PROYECTOS DE INVERSIÓN N°35 DE FECHA 18/12/2024.",CONTROL,,JUAN CARLOS SILVA  - JUAN PABLO CHORIBIT - JUAN PARADA,,,,,,,,,,
5751,EMAIL ,829,OFICIO ,09-12-24,26-12-24,30-12-24,"WILSON PALMA JELVES
ALCALDE
ILUSTRE MUNICIPALIDAD DE COIHUECO",OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,RENDICIÓN MENSUAL CENTRO INTEGRAL DE LA MUJER.,UCR - DIDESOH,,,,,,,,,,,,
5750,EMAIL ,CARTA,14,19-12-24,26-12-24,30-12-24,CLAUDIO CONCHA NAVALÓN VICERRECTOR SEDE CONCEPCION UNIVERSIDAD SAN SEBASTIAN,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"ADJUNTA INFORME MENSUAL ""TURISMO RURAL PATRIMONIAL VALLE DEL ITATA""",UCR - DIFOI,,VICTOR RETAMAL - JOSE BOGGIE ,,,,,,,,,,
5749,EMAIL ,S/N,CORREO ELECTRONICO,27-12-24,27-12-24,30-12-24,CENTRO CULTURAL TIERRA Y CANTO,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"CONSULTAR EL ESTADO DE NUESTRA SOLICITUD DE PRÓRROGA DE LA RENDICIÓN DEL PROYECTO “LA TIERRA Y EL CANTO DE ÑUBLE”, INGRESADA MEDIANTE OFICINA DE PARTES DEL GOBIERNO REGIONAL DE ÑUBLE DURANTE EL MES DE NOVIEMBRE.",DIDESOH,,,,,,,,,,,,
5748,EMAIL ,S/N,CORREO ELECTRONICO,26-12-24,26-12-24,30-12-24,THANIA SAN MARTIN ,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"CONTRATO LICITACIÓN PÚBLICA ID 1036569-29-LR24
“ADQUISICIÓN DE MAQUINARIAS Y VEHÍCULOS PARA ÑUBLE”
CÓDIGO BIP 40062691-0 CORRESPONDIENTE A LINEA N° 4,5,6,7,8,9 Y 10

GOBIERNO REGIONAL DE ÑUBLE

Y

PEÑA, SPOERER Y CIA S.A.",DIT,,FERNANDO SILVA,,,,,,,,,,
5747,EMAIL ,913,OFICIO,17-12-24,26-12-24,30-12-24,JAIRO DEL PINO LEMA ALCALDE MUNICIPALIDAD DE PINTO,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"SOLICITUD 2DO ESTADO DE PAGO OBRA ""CONSTRUCCION  CARPETA PASTO SINTETICO Y CIERRE PERIMETRAL, CANCHA DE RECINTO, COMUNA DE PINTO"" BIP 30480687-0",DIPIR,,EMILIANO DOMINGUEZ,,,,,,,,,,
5746,EMAIL ,E584307,OFICIO,26-12-24,26-12-24,30-12-24,CONTRALORIA GENERAL DE LA REPUBLICA,GOBERNADOR REGIONAL - REGION DE ÑUBLE,"RESOLUCIÓN DE LA SUBSECRETARÍA DE PESCA Y ACUICULTURA QUE SE INDICA, SE AJUSTÓ A LA NORMATIVA QUE REGULA EL ESTABLECIMIENTO DEL ESPACIO COSTERO MARINO DE LOS PUEBLOS ORIGINARIOS DE QUE SE TRATA, AL OPERAR SILENCIO POSITIVO PREVISTO EN EL ARTÍCULO 8°, DE LA LEY N° 20.249.
",DIPLADE - DIFOI - ADM - JUR,,,,,,,,,,,,
5745,EMAIL ,1090,OFICIO,24-12-24,26-12-24,30-12-24,ALCALDE DE LA COMUNA DE YUNGAY SR.  RAFAEL CIFUENTES RODRIGUEZ,GOBERNADOR REGIONAL - REGION DE ÑUBLE,INFORMA CORRECCION DE OBSERVACIONES PROYECTO ,ANALISIS Y EVALUACION,,OSCAR DIAZ,,,,,,,,,,
5744,EMAIL ,8515,OFICIO,19-12-24,26-12-24,30-12-24,"ROXANA LIZAMA ALARCÓN
ALCALDESA (s)
MUNICIPALIDA D DE CHILLÁN",OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"ENVÍA CUSTODIA ENDOSO DE PÓLIZA DE GARANTÍA DE CORRECTA EJECUCIÓN DE LA OBRA DE LA OBRA DE LA OBRA “MEJORAMIENTO ESPACIO PÚBLICO, BANDEJÓN CENTRAL AVDA. COLLÍN, CHILLÁN” ID: 2467-228- R23”.",DIPIR - DAF,,CAROLINA SEREY - GONZALO SEPULVEDA,,,,,,,,,,
5743,EMAIL ,1035,OFICIO,24-12-24,26-12-24,28-12-24,SR . CLAUDIO FUENTEVILLA ISLA ADMNISTRADOR MUNICIPAL,OSCAR CRISOSTOMO LLANOS GOBERNADOR REGION DE ÑUBLE,"ESTADO DE PAGO N°2 ""CONSTRUCCION CENTRO RECREATIVO MUNICIPAL JOSÉ PEDRO HADI, COMUNA DE QUIRIHUE"". ",DIPIR,,PABLO TRONCOSO,,,,,,,,,,
5742,EMAIL ,RES EXE ,32,25-12-24,26-12-24,28-12-24,SENAPRED,GOBIERNO REGIONAL DE ÑUBLE ,"CANCELA LAS ALERTAS EN LA FORMA Y ZONAS QUE
INDICA.",GABINETE,,,,,,,,,,,,
5741,EMAIL ,RES EXE ,31,25-12-24,26-12-24,28-12-24,SENAPRED,GOBIERNO REGIONAL DE ÑUBLE ,"CANCELA LAS ALERTAS EN LA FORMA Y ZONAS QUE
INDICA.",GABINETE,,,,,,,,,,,,
5740,DOC DIGITAL ,03099-2024,03099-2024,24-12-24,24-12-24,30-12-24,"JUAN ESTEBAN RAILHET CEBALLO
JEFE DE DEPARTAMENTO (S)",SEGUN DISTRIBUCION ,INTENDENCIA DE BENEFICIOS SOCIALES DEPARTAMENTO DE REGÍMENES PREVISIONALES Y ASISTENCIALES O-209585-2024,DOC DIGITAL ,,DAF,CLARA TOLEDO,,,,,,,,,
5739,DOC DIGITAL ,922,OFICIO ,23-12-24,23-12-24,30-12-24,RODRIGO BAEZA BOYARDI SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES REGIÓN DE ÑUBLE,ÓSCAR CRISÓSTOMO LLANOS GOBERNADOR REGIONAL,"SUBSANA OBSERVACIONES FORMULADAS A LA RENDICIÓN DEL PROGRAMA “TRANSFERENCIA SANEAMIENTO DE TÍTULOS DE DOMINIO, EN LAS 21 COMUNAS DE LA REGIÓN DE ÑUBLE”, CÓDIGO BIP 40024729, CORRESPONDIENTE AL MES DE JULIO DE 2024, MEDIANTE PLATAFORMA SISREC.",DOC DIGITAL ,,UCR - DIT,RICARDO PAVEZ,,,,,,,,,
5738,DOC DIGITAL ,1386,OFICIO ,23-12-24,23-12-24,30-12-24,ELIZABETH ANDREA ABARCA TRIVIÑO DIRECTORA SERVICIO SALUD DE ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",ENVÍA RENDICIÓN DE CUENTAS CORRESPONDIENTE A CASA DE ACOGIDA PARA PACIENTES Y FAMILIARES DEL HOSPITAL REGIONAL DE ÑUBLE.,DOC DIGITAL ,,DIDESOH - UCR,CAROLINA RODRIGUEZ ,,,,,,,,,
5737,DOC DIGITAL ,1385,OFICIO ,23-12-24,23-12-24,30-12-24,ELIZABETH ANDREA ABARCA TRIVIÑO DIRECTORA SERVICIO SALUD DE ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",ENVÍA RENDICIÓN DE CUENTAS CORRESPONDIENTE A CASA DE ACOGIDA PARA PACIENTES Y FAMILIARES DEL HOSPITAL REGIONAL DE ÑUBLE.,DOC DIGITAL ,,DIDESOH - UCR,CAROLINA RODRIGUEZ ,,,,,,,,,
5736,DOC DIGITAL ,1384,OFICIO ,23-12-24,23-12-24,30-12-24,ELIZABETH ANDREA ABARCA TRIVIÑO DIRECTORA SERVICIO SALUD DE ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",ENVÍA RENDICIÓN DE CUENTAS CORRESPONDIENTE A CASA DE ACOGIDA PARA PACIENTES Y FAMILIARES DEL HOSPITAL REGIONAL DE ÑUBLE.,DOC DIGITAL ,,DIDESOH - UCR,CAROLINA RODRIGUEZ ,,,,,,,,,
5735,DOC DIGITAL ,1413,OFICIO ,27-12-24,27-12-24,30-12-24,ELIZABETH ANDREA ABARCA TRIVIÑO DIRECTORA SERVICIO SALUD DE ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","ENVÍA ESTADO DE PAGO “REPOSICIÓN EQUIPOS SERVICIO PEDIATRÍA HOSPITAL SAN CARLOS, CÓDIGO BIP 40030004-0”.",DOC DIGITAL ,,DIPIR ,JORGE OÑATE,,,,,,,,,
5734,DOC DIGITAL ,1383,OFICIO ,23-12-24,23-12-24,30-12-24,ELIZABETH ANDREA ABARCA TRIVIÑO DIRECTORA SERVICIO SALUD DE ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",ENVÍA RENDICIÓN DE CUENTAS CORRESPONDIENTE A CASA DE ACOGIDA PARA PACIENTES Y FAMILIARES DEL HOSPITAL REGIONAL DE ÑUBLE.,DOC DIGITAL ,,DIDESOH - UCR,CAROLINA RODRIGUEZ ,,,,,,,,,
5733,DOC DIGITAL ,52,OFICIO ,23-12-24,23-12-24,30-12-24,SRA. MACARENA DÁVILA VERA DIRECTORA REGIONAL CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN - ÑUBLE,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",DESIGNA TITULAR Y SUBROGANTE PARA PARTICIPAR COMO ÓRGANO COADYUVANTE EN LA CONSTRUCCIÓN DEL PLAN DE ACCIÓN REGIONAL DE CAMBIO CLIMÁTICO.,DOC DIGITAL ,,DIPLADE - DIFOI,PABLO SAN MARTIN,,,,,,,,,
5732,EMAIL ,PAF - 49,OFICIO ,24-12-24,24-12-24,28-12-24,MARIA ISABEL DIAZ VELASCO REPRESENTANTE LEGAL LEVANTEMOS CHILE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","INGRESA INFORME MENSUAL DE GASTOS Y ACTIVIDADES DE OCTUBRE 2024 PROGRAMA ""TRANSFERENCIA DE APOYO A FERIANTES DE LA REGION DE ÑUBLE BIP 40038746 - 0",EMAIL,,DIFOI ,,,,,,,,,,
5731,EMAIL ,1009,OFICIO ,23-12-24,24-12-24,28-12-24,GONZALO BUSTAMANTE TRONCOSO ALCALDE COMUNA DE BULNES ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","SUBSANA OBSERVACIONES PROYECTO ""MEJORAMIENTO MULTICANCHA POBLACION MATIAS MADARIAGA 3, COMUNA DE BULNES"", AL FONDO REGIONAL DE INVERSION LOCAL FRIL, PROCESO PRESUPUESTARIO 2024- ",EMAIL,,ANALISIS Y EVALUACION,OSCAR DIAZ-. ROLANDO GASSET - DANIEL FUENTES - PATRICIO TORRES,,,,,,,,,
5730,EMAIL ,1120,OFICIO ,16-12-24,24-12-24,28-12-24,RENAN CABEZAS ARROYO ALCALDE I. MUNICIPALIDAD DE EL CARMEN ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",RENDICIÓN MES DE NOVIEMBRE CENTRO INTEGRAL DE LA MUJER EL CARMEN,EMAIL,,UCR - DIDESOH,CAROLINA RODRIGUEZ - GABRIELA TOLEDO,,,,,,,,,
5729,EMAIL ,378,ORD,24-12-24,24-12-24,28-12-24,"DIRECTOR REGIONAL DE ARQUITECTURA (S)
REGIÓN DE ÑUBLE","JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL
GOBIERNO REGIONAL DE ÑUBLE","ESTADO DE PAGO N° 1, CONTRATO DE OBRA QUE SE INDICA.  BIP 40045992-0: “CONSTRUCCIÓN INSTITUTO REHABILITACIÓN INFANTIL TELETÓN ÑUBLE”,",EMAIL,,DIPIR ,JORGE OÑATE,,,,,,,,,
5728,EMAIL ,S/N,CORREO ELECTRONICO,23-12-24,23-12-24,28-12-24,BANCO CENTRAL CHILE,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",PIB REGIONAL: RESULTADOS 3ER TRIMESTRE 2024,EMAIL,,JEFES DIVISIÓN ,,,,,,,,,,
5727,EMAIL ,30,RES EXE,22-12-24,23-12-24,28-12-24,SENAPRED ÑUBLE ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",DECLARA ALERTA EN LA FORMA Y ZONA QUE INDICA.,EMAIL,,GABINETE,,,,,,,,,,
5726,EMAIL ,887,ORD,17-12-24,23-12-24,28-12-24,ALCALDE DE LA COMUNA DE COBQUECURA,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","CONSERVACION GIMNASIO COLMUYAO, COMUNA DE COBQUECURA",EMAIL,,DIPIR ,JORGE OÑATE,,,,,,,,,
5725,EMAIL ,61,ORD,18-12-24,23-12-24,28-12-24,RODRIGO CISTERNAS GUTIERREZ SECRETARIO EJECUTIVO ASOCIACION DE MUNICIPALIDAD DEL PUNILLA,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","INGRESA CORRECCIONES PROYECTO ADQUISICION CAMARINES Y BAÑOS MODULARES, PROVINCIA DE PUNILLA, REGION DE ÑUBLE, BIP 40059011-0",EMAIL,,DIPLADE,DANIEL FUENTES,,,,,,,,,
5724,EMAIL ,396,ORD,19-12-24,23-12-24,28-12-24,SR. JAVIER CHILIAN DIRECTOR REGIONAL INIA QUILAMAPU,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","DESIGNA TITULAR Y SUBROGANTE, ORGANO COADYUVANTE EN LA CONSTRUCCION PLAN REGIONAL DE CAMBIO CLIMATICO. ",EMAIL,,DIPLADE,PABLO SAN MARTIN ,,,,,,,,,
5723,EMAIL ,1851,OFICIO ,23-12-24,23-12-24,28-12-24,OLIVER MORALES GONZALEZ,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE",REMITE ANTECEDENTES QUE SUBSANAN OBSERVACIONES DEL PROGRAMA DE TRANSFERENCIA.,EMAIL,,ANALISIS Y EVALUACION,PATRICIO TORRES,,,,,,,,,
5722,EMAIL ,997,OFICIO ,19-12-24,23-12-24,28-12-24,ALCALDE I. MUNICIPALIDAD DE BULNES SR.  GONZALO BUSTAMANTE TRONCOSO,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","SOLICITA POSTULACION PROYUECTO ""CONSTRUCCION PATIO TECHADO ESCUELA LOS TILOS COMUNA DE BULNES"" , AL FONDO REGIONAL DE INVERSION LOCAL FRIL, PROCESO PRESUPUESTARIO 2024. ",EMAIL,,ANALISIS Y EVALUACION,OSCAR DIAZ ,,,,,,,,,
5721,EMAIL ,1002,OFICIO ,18-12-24,23-12-24,28-12-24,EDUARDO REDLICH ALCALDE COMUNA DE QUIRIHUE,"SR. ÓSCAR CRISOSTOMO LLANOS
GOBERNADOR REGIONAL
REGIÓN DE ÑUBLE","ESTADO DE PAGO B°3 Y FINAL PROYECTO ""REPARACIÓN CAMINOS COMUNA DE QUIRIHUE"". ",EMAIL,,DIPIR ,PABLO TRONCOSO,,,,,,,,,
5720,PAPEL,378,OFICIO ,24-12-24,26-12-24,27-12-24,DIRECTOR REGIONAL DE ARQUITECTURA (S) REGION DE ÑUBLE ,JEFE DIVISION DE PRESUPUESTO E INVERSION REGIONAL GOBIERNO REGIONAL DE ÑUBLE ,ESTADO DE PAGO N°1 CONTRATO DE OBRA QUE SE INDICA COD BIP 40045332,PAPEL,,DIPIR ,,,,,,,,,,
5719,PAPEL,SN,CURRICULUM ,23-12-24,23-12-24,27-12-24,JAVIER IGNACIO CASTRO LEAL ,GOBIERNO REGIONAL DE ÑUBLE ,CURRICULUM VITAE ,PAPEL,,DAF ,,,,,,,,,,
5718,PAPEL,566,OFICIO ,20-12-24,23-12-24,27-12-24,KARINA LUENGO V. GERENTE SEDE BIOBIO-ÑUBLE INFOR ,RAUL SUNICO GALDAMES JEFE DIVISION DIVISION DE FOMENTO E INDUSTRIA ,INFORMA INCORPORACION A EQUIPO DE TRABAJO FIC 40025878,PAPEL,,DIFOI ,,,,,,,,,,
