,RESPONSABLE,DE,FOLIO,FECHA DOCTO,PARA:,MATERIA,FIRMA,VÍA DESPACHO,FECHA ENTREGA,OBSERVACIONES,FIRMA RECEPCIÓN,LINK AL DOCUMENTO,
,iah,DAF,01174,19-12-2024,ALEJANDRO AGUILERA,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1dZBDXF9reFGWHSNEIsWRxoNba0_EH2PI/view?usp=drive_link,
,iah,DAF,01173,19-12-2024,CLAUDIA CABRERA,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1fCZqKOnD_sKWwhkPF0Jfyao-5qjOiCJ2/view?usp=drive_link,
,iah,DAF,01172,19-12-2024,RAÚL SÚNICO,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1md3wxQmvhdaXDIBhJP0EpGyEB2UbzsWl/view?usp=drive_link,
,iah,DAF,01171,19-12-2024,JUAN CARLOS SILVA,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/10ob1aYViEGXG7Gj46a44nUko0CNzS_qb/view?usp=drive_link,
,iah,DAF,01170,19-12-2024,RUBEN SANDOVAL ,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/11uCBoTFwjI9zU214sZFqwa_hys-0oqlN/view?usp=drive_link,
,iah,DAF,01169,19-12-2024,CRISTIAN QUIROZ.,ENROLAMIENTO DE ESTACIONAMIENTO EN PATIO LOS NARANJOS.,ALICIA CONTRERAS VIELMA. JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS.,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1vqYQM0i26nAcwmu0zUHFZhyEh8OVwPJS/view?usp=drive_link,
,jsm,DIPIR,01168,19-12-2024,SRA. ALICIA CONTRERAS VIELMA JEFA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS (S) GOBIERNO REGIONAL DE ÑUBLE,"REMITE PAGARÉ DE ASIGNACIÓN DIRECTA, CÓDIGO CVC-AD-33, PARA SU CUSTODIA",SR. JUAN PARADA GONZÁLEZ JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1h6ybXWWlRQsAzADUUHzfsEW88fjr_LeS/view?usp=drive_link,
,pta,DIPIR,01167,19-12-2024,SRA. ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS (S) GOBIERNO REGIONAL DE ÑUBLE,"REMITE CERTIFICADO DE FIANZA N° FOLIO P0045410 MASAVAL GARANTÍA FIEL CUMPLIMIENTO DEL CONTRATO “CONSTRUCCION CANCHA FUTBOL SECTOR HUALTE COMUNA DE NINHUE CÓDIGO BIP 40059771, ID 4121-44-LE24.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,20-12-24,,,,
,pta,DIPIR,01166,19-12-2024,SRA. ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS (S) GOBIERNO REGIONAL DE ÑUBLE,REMITE CERTIFICADO DE FIANZA N° FOLIO 35879 CESCE CHILE ASEGURADORA S.A. GARANTÍA FIEL CUMPLIMIENTO DEL CONTRATO “CONSTRUCCION ESCUELA DE MEDICINA Y CENTRO DE SIMULACION CLINICA UBB REGION DE ÑUBLE. CÓDIGO BIP 40055832 ID 2705-111-LR24.,JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,20-12-24,,,https://drive.google.com/file/d/1KuuFDetF0IZalQTwJmCYAU9ed1Nywf2H/view?usp=drive_link,
,jzp ,DIFOI ,01165,19-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE ABRIL 2023 PROGRAMA ""TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DE ARROZ ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1ymCD25Ojiq7C_Fx2IgPUDFYvnkZxzYJz/view?usp=drive_link,
,jzp ,DIFOI ,01164,19-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE MAYO 2023 PROGRAMA ""TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DE ARROZ ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1CC_b7fcBM1JagOLQa2bMlwESpfRGk-Ue/view?usp=drive_link,
,jzp ,DIFOI ,01163,19-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MES DE JUNIO 2023 PROGRAMA ""TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DE ARROZ ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1MdSUARPe5iVUl-sUdOMRM5KguVqfa625/view?usp=drive_link,
,jzp ,DIFOI ,01162,18-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE SEPTIEMBRE AÑO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS"" COD BIP 40032555",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1vCSy4uF9MiXsxWifD5vSEeT15FmQCoOx/view?usp=drive_link,
,jzp ,DIFOI ,01161,18-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE OCTUBRE AÑO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS"" COD BIP 40032555",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1lZXa-oUiqtkotNOQ5JBCE3xsq_FoHVMs/view?usp=drive_link,
,cnr ,DIFOI ,01160,18-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE SEPTIEMBRE 2024 PROGRAMA ""TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSION EN ÑUBLE"" COD BIP 40043635",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,20-12-24,,,https://drive.google.com/file/d/1XhJ3vZWoGH5OrVggAPgKdRWLkuUsIOpp/view?usp=drive_link,
,psp,DIT,01159,18-12-2024,"ALICIA CONTRERAS VIELMA
ADMINISTRADORA REGIONAL
GOBIERNO REGIONAL DE ÑUBLE",SIN MATERIA ,CRISTIAN QUIROZ REYES JEFE DE DIVISIÓN INFRAESTRUCTURA Y TRANSPORTE GOBIERNO REGIONAL DE ÑUBLE.,DOCDIGITAL,,,,https://drive.google.com/file/d/12HCOCCEJpvneBXkP3YMIyo3uEKU9CboC/view?usp=drive_link,
,pnj ,DIT,01158,18-12-2024,ALICIA CONTRERAS VIELMA JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS,"ENVÍO DE BOLETA DE GARANTÍA PARA ASEGURAR UN CIERRE ADECUADO DEL PROYECTO TRANSFERENCIA INNOVACIÓN AGRÍCOLA PARA ENFRENTAR LA SEQUÍA EN ÑUBLE, CÓDIGO BIP 40035708-0.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,,,,https://drive.google.com/file/d/1_IFdLfwVKrpfl44MZWCBTByx73s6Ew8L/view?usp=drive_link,
,psp,DIT,01157,18-12-2024,"ALICIA CONTRERAS VIELMA
ADMINISTRADORA REGIONAL
GOBIERNO REGIONAL DE ÑUBLE",SIN MATERIA ,CRISTIAN QUIROZ REYES JEFE DE DIVISIÓN INFRAESTRUCTURA Y TRANSPORTE GOBIERNO REGIONAL DE ÑUBLE.,DOCDIGITAL,,,,https://drive.google.com/file/d/1JLZlG1bkJszLm3bLcWvGRr3jrHi7RL7b/view?usp=drive_link,
,nlg,DIT,01156,18-12-2024,"ALICIA CONTRERAS VIELMA
 JEFE (S) DE DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS
 GOBIERNO REGIONAL DE ÑUBLE",TRAMITACIÓN ESTADO DE PAGO PROYECTO “CONSERVACIÓN SECTOR EX CORTE DE APELACIONES CHILLÁN” ID 1036569-23-LE24.,CRISTIAN QUIROZ REYES JEFE DE DIVISIÓN INFRAESTRUCTURA Y TRANSPORTE GOBIERNO REGIONAL DE ÑUBLE.,DOCDIGITAL,18-12-2024,,,https://drive.google.com/file/d/1wqboa2HFyb6AZzxNqyvOBmVDgo2VTgfo/view?usp=drive_link,
,csp,DIPIR,01155,17-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),"REMITE PÓLIZA DE SEGURO DE GARANTÍA CORRECTA EJECUCIÓN N° DE PÓLIZA 35484 Y REEMPLAZA PÓLIZA DE SEGURO DE GARANTÍA FIEL CUMPLIMIENTO N° DE PÓLIZA 32282 “REPOSICION AMPLIADA EDIFICIO CONSISTORIAL MUNICIP. SAN NICOLAS”, CÓDIGO BIP 30072326-0.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,18-12-2024,,,https://drive.google.com/file/d/1_UYyGFQIMPVw-lNGLUUXJm4q6Qt8dYI6/view?usp=drive_link,
,csp,DIPIR,01154,17-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),"REMITE PÓLIZA DE SEGURO DE GARANTÍA CORRECTA EJECUCIÓN N° DE PÓLIZA B0195709 Y REEMPLAZA PÓLIZA DE SEGURO DE GARANTÍA FIEL CUMPLIMIENTO N° DE PÓLIZA 80175863 “CONSTRUCCIÓN CANCHA PASTO SINTÉTICO Y CIERRE PERIMETRAL, GRADO VOCACIONAL, COMUNA DE YUNGAY”, CÓDIGO BIP 40047478-0",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,18-12-2024,,,https://drive.google.com/file/d/1Gg3IF6DpnlsWs_BSAkwZF00cN2XASN6j/view?usp=drive_link,
,pnj,DIT,01153,16-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40050714-0, MES DE SEPTIEMBRE 2024.",CRISTIAN QUIROZ REYES JEFE DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTES,DOCDIGITAL,16-12-2024,,,https://drive.google.com/file/d/1EwBKtKoj4xbLKFeOJOwbw4zQRJPEcsNJ/view?usp=drive_link,
,jpa,UCR,01152,13-12-2024,TAMARA VALENZUELA FUENTEALBA JEFA DIVISIÓN DE DESARROLLO SOCIAL Y HUMANO GOBIERNO REGIONAL DE ÑUBLE,INFORMA ESTADO Y RESUMEN FINANCIERO DE CARTERA DE PROGRAMAS FSDÑ SALUD 2022.,GONZALO SEPULVEDA GODOY JEFE DE DIVISION DE ADMINISTRACIÓN Y FINANZAS (S),DOCDIGITAL,13-12-2024,,,https://drive.google.com/file/d/1Jy-YSBzCRuu-uMkLCBNhMnFycu_xYyGW/view?usp=drive_link,
,jpa,UCR,01151,13-12-2024,TAMARA VALENZUELA FUENTEALBA JEFA DIVISIÓN DE DESARROLLO SOCIAL Y HUMANO GOBIERNO REGIONAL DE ÑUBLE,INFORMA ESTADO Y RESUMEN FINANCIERO DE CARTERA DE PROGRAMAS FSDÑ MEDIO AMBIENTE 2022.,GONZALO SEPULVEDA GODOY JEFE DE DIVISION DE ADMINISTRACIÓN Y FINANZAS (S),DOCDIGITAL,13-12-2024,,,https://drive.google.com/file/d/1pDZbMvk3k9H1uX0gAMwu-1b13jXs8o0g/view?usp=drive_link,
,crh,DIFOI,01150,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE NOVIEMBRE 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1tlzusVjLG7Bmz2v2QSTBWjkga-4TqPeb/view?usp=drive_link,
,crh,DIFOI,01149,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE OCTUBRE 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1ySyFQdi-hBN07ZwVW7lumfq1UKZJRj0x/view?usp=drive_link,
,crh,DIFOI,01148,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE SEPTIEMBRE 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1du7tb8vd1uGiJGOpEnu-l_G1oSaV_1wF/view?usp=drive_link,
,crh,DIFOI,01147,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE AGOSTO 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1hgcpBufrukwtdCfApaQAEt5U23mpnj3y/view?usp=drive_link,
,crh,DIFOI,01146,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE JULIO 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/15CjemhYZObtQkLYv4OaI8Hu0SfSVbUdd/view?usp=drive_link,
,crh,DIFOI,01145,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE JUNIO 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1ONN0mS33XppOa-eNtE4t8yvL0W_uiC65/view?usp=drive_link,
,crh,DIFOI,01144,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE MAYO 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1KTIh5T0M0ZuNNLsf06zUbEJzQc9vSSTE/view?usp=drive_link,
,crh,DIFOI,01143,13-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE ABRIL 2024 ""PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINICOLA SUSTENTABLE"" COD BIP 40032465",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,https://drive.google.com/file/d/1-CTqiukQj6Cz9FK6Y-g3DPL49tjKyJYa/view?usp=drive_link,
,psp,DIPIR,01142,12-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE DE LA UNIVERSIDAD DE TALCA PARA GESTIONAR TRASNFERENCIAS DE LOS SIGUIENTES PROGRAMAS.,JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/13JZYwJ9DAK2q1NUNueOXmYKPwfTLPPdY/view?usp=drive_link,
,psp,DIPIR,01141,12-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),SOLICITUD CERTIFICADO DE ACREDITACIÓNDE RENDICIONES AL CORRIENTE DE LA UNIVERSIDAD DEL BÍO BÍO PARA GESTIONAR TRASNFERENCIAS DE LOS SIGUIENTES PROGRAMAS.,JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1IcPN0U4QY6UD2h6qiTuJGGZQLICuPYh-/view?usp=drive_link,
,mqv,DIPIR,01140,12-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE DE INSTITUCIONES QUE SE DETALLAN A CONTINUACIÓN, PARA GESTIONAR NUEVOS CONVENIOS DE TRANSFERENCIA.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1fTBNPeKvAZo2NiOxtR2WDNW9iUZcUw0h/view?usp=drive_link,
,lpo,DIPIR,01139,12-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),"SOLICITUD CERTIFICADO DE ACREDITACIÓNDE RENDICIONES AL CORRIENTE DE LA SEREMI DE MEDIO AMBIENTE, PARA GESTIONAR TRANSFERENCIA DEL PROGRAMA QUE SE DETALLA.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1sBw-QzWz4O8XL1PVkJT83IGz1aV3Wh-E/view?usp=drive_link,
,mqv,DIPIR,01138,12-12-2024,ALICIA CONTRERAS VIELMA JEFA DE DIVISIÓN ADMINISTRACIÓN Y FINANZAS (S),"SOLICITUD CERTIFICADO DE ACREDITACIÓN DE RENDICIONES AL CORRIENTE DE INSTITUCIONES QUE SE DETALLAN A CONTINUACIÓN, PARA GESTIONAR NUEVAS TRANSFERENCIAS Y NUEVO CONVENIO DE TRANSFERENCIA.",JUAN PARADA GONZÁLEZ JEFE DE DIVISIÓN DE PRESUPUESTO E INVERSIÓN REGIONAL,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1WEjQ0RreR9W6xRFqfe6FS7y9zMV6jpBz/view?usp=drive_link,
,cct,JUR,01137,12-12-2024,JUAN PARADA GONZÁLEZ JEFE DIVISIÓN DE PRESUPUESTO E INVERSIÓN,"INFORME JURÍDICO SOBRE DEVENGO SUBTÍTULO 24, ÍTEM 01.",CLAUDIA CABRERA TORRES JEFA UNIDAD JURÍDICA,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1S8AUUg6XuLxVohiqlrrV0mD6MB3EPI6H/view?usp=drive_link,
,mel,DAF,01136,12-12-2024,DANIELA CRISÓSTOMO SEPÚLVEDA FISCAL,RESPONDE A MEMORÁNDUM N°209 DE FECHA 10/12/2024,ALICIA CONTRERAS VIELMA JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1SzHLs4WngfvmU4R4bfNNV_lDNo42Tv41/view?usp=drive_link,
,iah,DAF,01135,11-12-2024,ALICIA CONTRERAS VIELMA JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS,SERVICIOS DE MANTENIMIENTO VEHÍCULO FISCA,ISRAEL ALTAMIRANO HÉNRIQUEZ SERVICIOS GENERALES GOBIERNO REGIONAL DE ÑUBLE,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1jbOaPRTPlLaHf_4eOqfVP0Mxnfjjkw-8/view?usp=drive_link,
,mel,DAF,01134,11-12-2024,DANIELA CRISÓSTOMO SEPÚLVEDA FISCAL,RESPONDE A MEMORÁNDUM N°209 DE FECHA 10/12/2024,ALICIA CONTRERAS VIELMA JEFA (S) DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS,DOCDIGITAL,12-12-2024,,,https://drive.google.com/file/d/1KyypinAODdQc6jQiXO6hHq7qsoo4Cdoy/view?usp=drive_link,
,eja,DIFOI,01133,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS MES DE AGOSTO Y SEPTIEMBRE PROGRAMA ""TRANSFERENCIA MEJORAMIENTO DE LA PRODUCTIVIDAD DEL AVELLANO EUROPEO MEDIANTE MANEJO DEL RIEGO"" COD BIP 40014087",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,17-12-2024,,,https://drive.google.com/file/d/1e29dxOQnDEkLiTgttXyACT-VcOIyjxGF/view?usp=drive_link,
,jzp,DIFOI,01132,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°35 MES DE AGOSTO ""TRANSFERENCIA BIOCARBON, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA"" COID BIP 40032586",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01131,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°34 MES DE JULIO PROGRAMA ""TRANSFERENCIA BIOCARBON, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA"" COID BIP 40032586",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01130,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°37 MES DE OCTUBRE PROGRAMA ""TRANSFERENCIA BIOCARBON, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA"" COID BIP 40032586",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01129,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°36 MES DE SEPTIEMBRE PROGRAMA ""TRANSFERENCIA BIOCARBON, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA"" COID BIP 40032586",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01128,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°35 MES DE AGOSTO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01127,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°34 MES DE JULIO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01126,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°33 MES DE JUNIO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01125,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°32 MES DE MAYO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01124,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°31 MES DE ABRIL 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01123,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°30 MES DE MARZO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01122,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°29 MES DE FEBRERO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
,jzp,DIFOI,01121,11-12-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION N°28 MES DE ENERO 2024 PROGRAMA ""TRANSFERENCIA PACKAGING COMPOSTABLE Y ANTIFUNGICO PARA ARANDANOS ",RAUL SÚNICO GALDAMES JEFE DIVISIÓN DE FOMENTO E INDUSTRIA,PAPEL,18-12-2024,,,,
