SUB,ITEM, ASIG,CODIGO,UNIDAD TECNICA ,NOMBRE DE LA INICIATIVA,PROVINCIA,COMUNA, MONTO FNDR M$ ,Nº RES INCORPORA/ CERT CORE,FECHA RES INCORPORA/ CERT CORE,Nº RES CREA ASIGNACIÓN,FECHA RES CREA  ASIGNACIÓN,ESTADO DE CONVENIO,FECHA FIRMA DE CONVENIO ,Nº RES APRUEBA CONVENIO ,FECHA RES APRUEBA CONVENIO,TIPO DE RESOLUCIÓN ,ESTADO CONVENIO EN CGR,FECHA TOMA DE RAZON DE CGR,Nº OFICIO ENVIA CONVENIO,FECHA OFICIO ENVIA CONVENIO,REFERENTE TECNICO O CONTRAPARTE TECNICA,Nº RES REFERENTE TECNICO
33,03,125,40064009,MUNICIPALIDAD DE  SAN IGNACIO,"MEJORAMIENTO SISTEMA ELECTRICO Y CLIMATIZACION CESFAM DR. ALFONSO PARRA CARRIEL, SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 151.552 ,547,23-07-2024,547,23-07-2024,FIRMADO,25-07-2024,584,01-08-2024,EXENTA,N/A,N/A,1158,05-08-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40064475,MUNICIPALIDAD DE  QUIRIHUE,AMPLIACIÓN Y REPOSICIÓN CUBIERTA 1ₐ C BOMBEROS QUIRIHUE,ITATA,QUIRIHUE, $ 146.923 ,547,23-07-2024,547,23-07-2024,FIRMADO,08-08-2024,714,10-09-2024,EXENTA,N/A,N/A,,,PABLO TRONCOSO ALARCON ,
33,03,125,40060781,MUNICIPALIDAD DE  COELEMU,"REPOSICIÓN SEDE JUNTA DE VECINOS MATADERO, COMUNA DE COELEMU",ITATA,COELEMU, $ 142.886 ,547,23-07-2024,547,23-07-2024,FIRMADO,07-08-2024,672,28-08-2024,EXENTA,N/A,N/A,1362,11-09-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40063943,MUNICIPALIDAD DE  CHILLÁN ,"MEJORAMIENTO COMEDOR, COCINA Y DESPENSA, ESTABLECIMIENTOS EDUCACIONALES, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 110.296 ,547,23-07-2024,547,23-07-2024,FIRMADO,30-08-2024,825,01-10-2024,EXENTA,N/A,N/A,1503,03-10-2024,JAVIER BRITO AGUAYO,
33,03,125,40056370,MUNICIPALIDAD DE  BULNES,"CONSTRUCCIÓN ÁREAS VERDES VILLA LOS AROMOS DE MILAHUE, COMUNA DE BULNES",DIGUILLÍN,BULNES, $ 174.500 ,547,23-07-2024,547,23-07-2024,FIRMADO,30-08-2024,744,12-09-2024,EXENTA,N/A,N/A,1407,16-09-2024,JORGE OÑATE CASTRO,
33,03,125,40061363,MUNICIPALIDAD DE  BULNES,"REPOSICIÓN CIERRE PERIMETRAL RECINTO CLUB DEPORTIVO UNIÓN PUEBLO SECO, COMUNA DE BULNES ",DIGUILLÍN,BULNES, $ 174.500 ,547,23-07-2024,547,23-07-2024,FIRMADO,30-08-2024,740,12-09-2024,EXENTA,N/A,N/A,1407,16-09-2024,JORGE OÑATE CASTRO,
33,03,125,40059652,MUNICIPALIDAD DE  TREHUACO,"CONSTRUCCIÓN LUMINARIA FOTOVOLTAICA Y SISTEMA DE TELEVIGILANCIA , COMUNA DE TREHUACO.",ITATA,TREHUACO, $ 149.403 ,543,22-07-2024,543,22-07-2024,FIRMADO,07-08-2024,709,05-09-2024,EXENTA,N/A,N/A,1361,11-09-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40062079,MUNICIPALIDAD DE  RANQUIL,"CONSTRUCCIÓN SISTEMA CÁMARAS DE SEGURIDAD E INSTALACIÓN DE LUMINARIAS FOTOVOLTAICAS, RÁNQUIL",ITATA,RÁNQUIL, $ 174.000 ,543,22-07-2024,543,22-07-2024,FIRMADO,07-08-2024,796,25-09-2024,EXENTA,,,,,PABLO TRONCOSO ALARCON ,
33,03,125,40061272,MUNICIPALIDAD DE  QUIRIHUE,"MEJORAMIENTO CAMINOS CON APLICACIÓN DE SUPRESOR DE POLVO, COMUNA DE QUIRIHUE",ITATA,QUIRIHUE, $ 51.166 ,543,22-07-2024,543,22-07-2024,FIRMADO,08-08-2024,717,10-09-2024,EXENTA,N/A,N/A,,,PABLO TRONCOSO ALARCON ,
33,03,125,40062209,MUNICIPALIDAD DE  NINHUE,"MEJORAMIENTO COCINA Y COMEDOR ESTABLECIMIENTOS EDUCACIONALES, COMUNA DE NINHUE",ITATA,NINHUE, $ 93.485 ,543,22-07-2024,543,22-07-2024,FIRMADO,07-08-2024,668,28-08-2024,EXENTA,N/A,N/A,1360,11-09-2024,PABLO TRONCOSO ALARCON ,
33,03,125,40059092,MUNICIPALIDAD DE  EL CARMEN,"CONSTRUCCIÓN OBRAS DE ALUMBRADO Y RECUPERACIÓN DE ESPACIOS PÚBLICOS,COMUNA DE EL CARMEN",DIGUILLÍN,EL CARMEN , $ 164.489 ,543,22-07-2024,543,22-07-2024,FIRMADO,25-07-2024,591,01-08-2024,EXENTA,N/A,N/A,1161,05-08-2024,JORGE OÑATE CASTRO,
33,03,125,40060609,MUNICIPALIDAD DE  CHILLAN VIEJO,"MEJORAMIENTO RIEGO Y JUEGOS DE AGUA PARQUE MONUMENTAL BERNARDO O’HIGGINS, CHILLÁN VIEJO ",DIGUILLÍN,CHILLÁN VIEJO, $ 171.445 ,543,22-07-2024,543,22-07-2024,FIRMADO,30-08-2024,742,12-09-2024,EXENTA,N/A,N/A,1406,16-09-2024,JAVIER BRITO AGUAYO,
33,03,125,40061979,MUNICIPALIDAD DE  CHILLAN VIEJO,"MEJORAMIENTO COCINAS ESCUELA RUCAPEQUÉN Y LICEO PACHECO ALTAMIRANO, CHILLÁN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 118.562 ,543,22-07-2024,543,22-07-2024,FIRMADO,30-08-2024,736,12-09-2024,EXENTA,N/A,N/A,1406,16-09-2024,JAVIER BRITO AGUAYO,
33,03,125,40062376,MUNICIPALIDAD DE  CHILLAN,"CONSTRUCCIÓN LUMINARIAS E INSTALACIÓN DE CÁMARAS EN VARIOS SECTORES, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 137.487 ,543,22-07-2024,543,22-07-2024,FIRMADO,16-08-2024,824,01-10-2024,EXENTA,N/A,N/A,1591,17-10-2024,JAVIER BRITO AGUAYO,
33,03,125,40061629,MUNICIPALIDAD DE  BULNES,INSTALACIÓN LUMINARIAS SOLARES DIVERSOS SECTORES DE LA COMUNA DE BULNES.,DIGUILLÍN,BULNES, $ 174.500 ,543,22-07-2024,543,22-07-2024,FIRMADO,30-08-2024,741,12-09-2024,EXENTA,N/A,N/A,1407,16-09-2024,JORGE OÑATE CASTRO,
33,03,125,40061254,MUNICIPALIDAD DE  RANQUIL,"CONSTRUCCIÓN ILUMINACIÓN ESTADIO NUEVA ALDEA, COMUNA DE RÁNQUIL",ITATA,RÁNQUIL, $ 175.802 ,476,02-07-2024,476,02-07-2024,FIRMADO,24-07-2024,666,28-08-2024,EXENTA,N/A,N/A,1359,11-09-2024,PABLO TRONCOSO ALARCON ,
33,03,125,40062057,MUNICIPALIDAD DE  QUIRIHUE,"CONSTRUCCIÓN PLAZA VILLA SAN DAMIÁN, COMUNA DE QUIRIHUE",ITATA,QUIRIHUE, $ 174.126 ,476,02-07-2024,476,02-07-2024,FIRMADO,24-07-2024,667,28-08-2024,EXENTA,N/A,N/A,,,PABLO TRONCOSO ALARCON ,
33,03,125,40061261,MUNICIPALIDAD DE  QUILLON,"MEJORAMIENTO ESPACIO PÚBLICO VILLA LOS ALMENDROS, COMUNA DE QUILLÓN",DIGUILLÍN,QUILLÓN , $ 174.598 ,476,02-07-2024,476,02-07-2024,FIRMADO,24-07-2024,596,05-08-2024,EXENTA,N/A,N/A,1166,06-08-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40061259,MUNICIPALIDAD DE  QUILLON,"MEJORAMIENTO ESPACIO PÚBLICO CALLE THOMPSON, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 168.591 ,476,02-07-2024,476,02-07-2024,FIRMADO,24-07-2024,597,05-08-2024,EXENTA,N/A,N/A,1166,06-08-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40062091,MUNICIPALIDAD DE  ÑIQUEN,MEJORAMIENTO BANDEJÓN CENTRAL AVENIDA GENERAL VENEGAS,PUNILLA,ÑIQUÉN, $ 149.429 ,476,02-07-2024,476,02-07-2024,FIRMADO,24-07-2024,587,01-08-2024,EXENTA,N/A,N/A,,,JAVIER BRITO AGUAYO,
31,02,-,40038229,MUN. BULNES,CONSTRUCCION ALCANTARILLADO Y MEJORAMIENTO SISTEMA AGUA POTABLE EN TRES ESQUINAS.M-BULNES,DIGUILLÍN,BULNES, $ 226.100 ,681/2023,08/06/2023,97,03/08/2023,FIRMADO,14/11/2023,160,21/11/2023,AFECTA,TOMADO DE RAZON,30/11/2023,,,DIT,
31,02,,40048583,MUNICIPALIDAD DE NINHUE,"CONSTRUCCION SISTEMA DE AGUA POTABLE, SECTOR AGUA FRIA, COMUNA DE NINHUE",ITATA,NINHUE, $ 734.433 ,1039,05-09-2024,104,10-09-2024,FIRMADO,,EN TRAMITE,,,,,,,,
31,01,,40037958,MUNICIPALIDAD QUIRIHUE,ACTUALIZACION PLADECO COMUNA DE QUIRIHUE,ITATA,QUIRIHUE, $ 53.854 ,1016,08-08-2024,99,28-08-2024,FIRMADO,26-09-2024,EN ELABORACION,,,,,,,DIPLADE,
31,02,-,40047722,MUN. QUILLON,"CONSTRUCCION  CANCHA PASTO SINTETICO Y CIERRE PERIMETRAL, COMUNA DE QUILLON",DIGUILLÍN,QUILLÓN , $ 379.964 ,942,01/09/2023,120,11/09/2023,FIRMADO,30/10/2023,162,24/11/2023,AFECTA,T.R CON ALCANCES,05/12/2023,,,CARLOS JUNGJOHANN MUÑOZ,1292/19.12.2023
24,03,436,40024729,BIENES NACIONALES,"TRANSFERENCIA SANEAMIENTO DE TITULOS DE DOMINIO, EN LAS 21 COMUNAS DE LA REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 622.500 ,583/2022,29-12-2022,4,01-02-2023,FIRMADO,21-11-2023,163,30-11-2023,AFECTA,TOMADO DE RAZON,14-12-2023,,,DIT,
31,02,,40029660,MUNICIPALIDAD DE TREHUACO,REPOSICION CUARTEL DE BOMBEROS DE LA COMUNA DE TREHUACO ,ITATA,TREHUACO, $ 1.722.311 ,1006,08-02-2024,90,07-08-2024,FIRMADO,25-09-2024,149,02-12-2024,AFECTA,T.R CON ALCANCES,31-12-2024,28,08-01-2025,,
31,02,004,40045061,MUN. COELEMU,"CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO Y CIERRE PERIMETRIAL SECTOR GUARILIHUE, COELEMU",ITATA,COELEMU, $ 379.533 ,872,09-08-2023,120,11-09-2023,FIRMADO,08-11-2023,164,30-11-2023,AFECTA,TOMADO DE RAZON,05-12-2023,,,CARLOS JUNGJOHANN MUÑOZ,1292/19.12.2023
31,02,-,40047478,MUN. YUNGAY,"CONSTRUCCION CANCHA DE PASTO SINTETICO Y CIERRE PERIMETRAL, GRADO VOCACIONAL, COMUNA DE YUNGAY",DIGUILLÍN,YUNGAY, $ 379.997 ,1014,28/09/2023,144,18/10/2023,FIRMADO,23/11/2023,165,05/12/2023,AFECTA,TOMADO DE RAZON,19/12/2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
31,02,-,40047742,MUN. CH VIEJO,"MEJORAMIENTO AREAS VERDES VILLA LOS NARANJOS, CHILLAN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 364.068 ,1069,13/10/2023,144,18/10/2023,FIRMADO,29/11/2023,169,26/12/2023,AFECTA,TOMADO DE RAZON,19/12/2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
31,02,,40038644,MUNICIPALIDAD DE CHILLÁN,"CONSERVACION VEREDAS POBLACION KENNEDY Y OTROS SECTORES , CHILLAN",DIGUILLÍN,CHILLÁN, $ 778.745 ,952,30-05-2024,74,18-07-2024,FIRMADO,16-08-2024,157,19-12-2024,AFECTA,TOMADO DE RAZON,,,,JAVIER BRITO AGUAYO,
31,02,-,40047896,MUN. CHILLAN,"CONSTRUCCION CANCHA PASTO SINTETICO CLUB DEPORTIVO UNION, ANFA, CHILLAN",DIGUILLÍN,CHILLÁN, $ 378.800 ,970,06/09/2023,120,11/09/2023,FIRMADO,23/11/2023,171,07/12/2023,AFECTA,TOMADO DE RAZON,19/12/2023,,,JAVIER BRITO AGUAYO,1292/19.12.2023
29,05,-,40030004,SSÑ,REPOSICION EQUIPOS SERVICIO DE PEDIATRIA HSC,PUNILLA,SAN CARLOS, $ 98.615 ,1167,09/11/2023,1167,09/11/2023,FIRMADO,30/11/2023,172,07/12/2023,AFECTA,TOMADO DE RAZON,20/12/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
31,02,-,40049475,MUN. SAN IGNACIO,"REPOSICION CANCHA DE FUTBOL CALLE ALEGRE, COMUNA DE SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 380.000 ,920,23/08/2023,120,11/09/2023,FIRMADO,08/11/2023,173,12/12/2023,AFECTA,TOMADO DE RAZON,19/12/2023,,,CARLOS JUNGJOHANN MUÑOZ,317/10.05.2024
33,03,471,40056405,IND,"TRANSFERENCIA GORE PROMESAS ÑUBLE, REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 600.000 ,755/2023,21-09-2023,145,19-10-2023,FIRMADO,20-12-2023,176,21-12-2023,AFECTA,T.R CON ALCANCES,29-12-2023,,,ALBERT MERCADO BURGOS,429/24.06.2024
33,03,472,40053887,SERNATUR,TRANSFERENCIA FORTALECIMIENTO DE LA PROMOCION DEL TURISMO PARA LA TERCERA EDAD REGION DE ÑUBLE ,REGIONAL,REGIONAL, $ 431.720 ,N/A,N/A,145,19-10-2023,FIRMADO,22-12-2023,178,22-12-2023,AFECTA,TOMADO DE RAZON,26-12-2023,,,JOSE BOGGIE DELGADO,102/05.03.2024
31,02,,40048786,MUNICIPALIDAD DE  CHILLAN VIEJO,"CONSTRUCCIÓN CANCHA DE PASTO SINTÉTICO MARIANO EGAÑA, CHILLÁN VIEJO",,CHILLÁN VIEJO, $ 393.298 ,595,02-08-2024,90,07-08-2024,NO SE FIRMO,-,-,-,-,-,-,-,-,-,-
31,02,004,40049545,MUN. COBQUECURA,"CONSTRUCCION CANCHA PASTO SINTETICO Y CIERRE PERIMETRAL SECTOR PULLAY, COMUNA DE COBQUECURA",ITATA,COBQUECURA, $ 379.479 ,920,23-08-2023,120,11-09-2023,FIRMADO,30-11-2023,179,22-12-2023,AFECTA,TOMADO DE RAZON,12-01-2024,,,JAVIER BRITO AGUAYO,317/10.05.2024
29,05,-,40058701,CONAF,ADQUISICION CONTENEDORES BRIGADA DE PREVENCION Y COMBATE DE INCENDIO FORESTALES DE NINHUE,ITATA,NINHUE, $ 308.322 ,1167,09/11/2023,1167,09/11/2023,FIRMADO,27/12/2023,183,28/12/2023,AFECTA,TOMADO DE RAZON,05/01/2024,47,1/10/2024,CRISTIAN JAQUE GUZMAN,312/09.05.2024
29,05,-,40022341,ASOCIACION PUNILLA,"ADQUISICION DE CATRES CLINICOS, COMUNA INTEGRANTES DE LA ASOCIACION PUNILLA, REGION DE ÑUBLE",PUNILLA,PUNILLA, $ 104.116 ,1013,28/09/2023,1013,28/09/2023,FIRMADO,-,-,-,AFECTA,REPRESENTADO,-,,,CRISTIAN JAQUE GUZMÁN,
29,03,-,40018463,ASOCIACION PUNILLA,"ADQUISICION DE 2 CAMIONES TOLVA PARA LA MANTENCION VIAL DE LA COMUNA DE COIHUECO, ASOCIACION P",PUNILLA,COIHUECO, $ 232.407 ,136,22/03/2024,136,22/03/2024,FIRMADO,-,-,-,AFECTA,REPRESENTADO,,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,05,,40061141,,"ADQUISICIÓN AERONAVES NO TRIPULADAS RPAS, PARA LA INVESTIGACIÓN CRIMINAL PDI ÑUBLE",,REGIONAL, $ 80.473 ,551,23-07-2024,551,23-07-2024,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
31,01,,40055250,MUNICIPALIDAD DE PORTEZUELO,"ACTUALIZACION PLADECO 2024-2028, COMUNA DE PORTEZUELO",ITATA,PORTEZUELO, $ 40.116 ,957,06-06-2024,99,28-08-2024,FIRMADO,25-09-2024,,,AFECTA,,,,,DIPLADE,
24,03,,40065252,SEREMI DE TRANSPORTE,"TRANSFERENCIA RENOVACION DE BUSES, MUNIBUSES, TROLEBUSES, TAXIBUSES Y TAXIS COLECTIVOS REGION DE ÑUBLE ",,REGIONAL, $ 3.502.000 ,1042,05-09-2024,,,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
24,03,300,CVC-AD-23-1,MUNICIPALIDAD DE SAN CARLOS ,PROGRAMACIÓN ARTÍSTICA DIVERSA PARA FOMENTAR PARTICIPACIÓN DE LA COMUNIDAD ,PUNILLA,SAN CARLOS, $ 18.000 ,1034,30-08-2024,752,13-09-2024,FIRMADO,12-09-2024,760,17-09-2024,EXENTA,N/A,N/A,N/A,N/A,ABRAHAM ABURTO CONTRERAS,760/17.09.2024
24,03,300,CVC-AD-22-1,MUNICIPALIDAD DE BULNES ,FIESTA DE LA CHILENIDAD DE BULNES CAPITAL DE DIGUILLIN,DIGUILLÍN,BULNES, $ 18.000 ,1033,30-08-2024,758,17-09-2024,FIRMADO,17-09-2024,768,17-09-2024,EXENTA,N/A,N/A,N/A,N/A,ALEJANDRO CARTES AROCA,768/17.09.2024
24,03,300,CVC-AD-21-1,MUNICIPALIDAD DE QUIRIHUE,SEGUNDA VERSIÓN FIESTA DEL PATRIMONIO DE LA CHILENIDAD QUIRIHUE 2024,ITATA,QUIRIHUE, $ 18.000 ,1032,30-08-2024,729,12-09-2024,FIRMADO,13-09-2024,761,17-09-2024,EXENTA,N/A,N/A,N/A,N/A,YAMILET REYES CABRERA,761/17.09.2024
24,03,300,CVC-AD-20-1,MUNICIPALIDAD DE  CHILLAN VIEJO,CHILLAN VIEJO A LA CHILENA,DIGUILLÍN,CHILLÁN VIEJO, $ 18.000 ,1031,30-08-2024,722,12-09-2024,FIRMADO,12-09-2024,749,13-09-2024,EXENTA,N/A,N/A,N/A,N/A,ALEJANDRO CARTES AROCA,749/13.09.2024
24,01,300,CVC-AD-12,MOVIMIENTO SOCIAL EN DEFENSA DEL RIO ÑUBLE,ÑUBLEFEST 2024,REGIONAL,REGIONAL, $ 20.000 ,1052,12-09-2024,790,25-09-2024,FIRMADO,01-10-2024,920,15-10-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1110/05.12.2024
24,01,300,CVC-AD-18,AMIGOS DEL ARTE CLAUDIO ARRAU LEON,ÑUBLE FESTIBAL PIANISSIMO MEDELLIN 2024,REGIONAL,REGIONAL, $ 7.403 ,1051,12-09-2024,790,25-09-2024,FIRMADO,02-10-2024,880,08-10-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,1110/05.12.2024
24,01,300,CVC-AD-16,LIGA DEPORTIVA RENACER FEMENINO,"PRIMER CAMPEONATO REGIONAL DE FUTBOL FEMENINO, ÑUBLE 2024",REGIONAL,REGIONAL, $ 14.145 ,1050,12-09-2024,790,25-09-2024,FIRMADO,01-10-2024,918,15-10-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE,1110/05.12.2024
24,01,300,CVC-AD-15,CLUB DEPORTIVO SAN MARTIN,NOS PREPARAMOS PARA EL CAMPEONATO NACIONAL ZONA SUR CATEGORIA SERIE DE HONOR SAN MARTIN 2024,REGIONAL,REGIONAL, $ 5.884 ,1049,12-09-2024,926,17-10-2024,FIRMADO,18-10-2024,963,25-10-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,963/25.10.2024
24,01,300,CVC-AD-14,CONJUNTO FOLCLORICO PILLMAIKEN DE CHILLAN,FIESTAS PATRIAS EN COSTA RICA 2024,REGIONAL,REGIONAL, $ 4.000 ,1048,12-09-2024,769,24-09-2024,FIRMADO,25-09-2024,884,09-10-2024,EXENTA,N/A,N/A,N/A,N/A,GONZALO SANDOVAL,1110/05.12.2024
24,01,300,CVC-AD-13,FUNDACIÓN APTIVA,IV CUMBRE MUNDIAL JUVENIL POR LA EDUCACION REFGION DE ÑUBLE 2024,REGIONAL,REGIONAL, $ 25.000 ,1047,12-09-2024,769,24-09-2024,FIRMADO,24-09-2024,789,25-09-2024,EXENTA,N/A,N/A,N/A,N/A,GONZALO SANDOVAL,1110/05.12.2024
24,01,300,CVC-AD-08,CORP. DEPORTIVA CLUB PATAGONIA MOTOS,SECXTA FECHA CAMPEONATO NACIONAL DE MOTOCROSS CHILEMX- ÑUBLE,REGIONAL,REGIONAL, $ 30.000 ,1046,12-09-2024,790,25-09-2024,FIRMADO,01-10-2024,833,02-10-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE,1110/05.12.2024
24,01,300,CVC-AD-06,STREER WORKOUT CHILLAN,“ÑUBLE FOMENTA EL DEPORTE”,REGIONAL,REGIONAL, $ 49.900 ,1045,12-09-2024,790,25-09-2024,FIRMADO,01-10-2024,832,02-10-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE,1110/05.12.2024
24,01,300,CVC-AD-17,AGRUPACION DE CICLISMO CHILLAN,CICLISMO PARA TODOS ÑUBLE 2024,REGIONAL,REGIONAL, $ 27.678 ,1044,09-12-2024,790,25-09-2024,FIRMADO,02-10-2024,873,07-10-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE,1110/05.12.2024
24,01,300,CVC-AD-11,CLUB DEPORTIVO DRAGOMES BLANCOS KIDS,ÑUBLE PRESENTE EN COPA DE CAMPEONES DE TAKWONDO,REGIONAL,REGIONAL, $ 3.300 ,1028,22-08-2024,694,30-08-2024,FIRMADO,12-09-2024,778,24-09-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,778/24.09.2024
24,01,300,CVC-AD-10,CLUB DEPORTIVO PARALIMPICO DE CHILLAN,APOYANDO A LA DEPORTISTA PARALIMOICA FLORENCIA PEREZ RUMBO A LOS JUEGOS PARALIMPICOSDE PARIS Y CIRCUITOS MUNDIALES ITTF 2024,REGIONAL,REGIONAL, $ 14.999 ,1026,16-08-2024,642,19-08-2024,FIRMADO,21-08-2024,674,28-08-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,674/28.08.2024
24,01,300,CVC-AD-09,ASOC. ARTISTICA CULTURAL QUILLECO,ASOCIACION ARTISTICA CULTURAL QUILECO,REGIONAL,REGIONAL, $ 4.142 ,1027,22-08-2024,684,29-08-2024,FIRMADO,12-09-2024,759,17-09-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,759/17.09.2024
24,01,300,CVC-AD-07,FUNDACION MITEA,JUNTOS AVANZAMOS EN LA INCLUSION ,REGIONAL,REGIONAL, $ 45.000 ,1029,22-08-2024,684,29-08-2024,FIRMADO,12-09-2024,751,13-09-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,751/13.09.2024
24,01,300,CVC-AD-04,PRODEMU,ENCUENTRO INTERNACIONAL DE MUJERES RURALES REGIÓN DE ÑUBLE 2024,REGIONAL,REGIONAL, $ 30.000 ,996,24-07-2024,630,14-08-2024,FIRMADO,19-08-2024,646,21-08-2024,EXENTA,N/A,N/A,N/A,N/A,GABRIELA TOLEDO ULLOA,646/21.08.2024
24,01,300,CVC-AD-03,FUNDACIÓN SPECIAL OLYMPICS DE CHILE,JUEGOS NACIONALES DE INVIERNO OLIMPIADAS ESPECIALES ÑUBLE 2024,REGIONAL,REGIONAL, $ 34.984 ,995,24-07-2024,589,01-08-2024,FIRMADO,07-08-2024,613,08-08-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,613/08.08.2024
24,01,300,CVC-AD-02,CORP. EDUCACIONAL SOC. NACIONAL DE AGRIC. FG,ACERCANDO TU LICEO,REGIONAL,REGIONAL, $ 19.033 ,991,11-07-2024,590,01-08-2024,FIRMADO,12-09-2024,787,25-09-2024,EXENTA,N/A,N/A,N/A,N/A,GONZALO SANDOVAL,1110/05.12.2024
24,01,300,CVC-AD-01,ORQUESTA DE SAN CARLOS,GIRAN SINFONICA ÑUBLE- BRASIL 2024,REGIONAL,REGIONAL, $ 52.893 ,975,20-06-2024,443,26-06-2024,FIRMADO,27-06-2024,450,28-06-2024,EXENTA,N/A,N/A,N/A,N/A,ANDRES LAVANDEROS,450/28.06.2024
33,03,125,40056495,MUNICIPALIDAD DE EL CARMEN,"CONSTRUCCIÓN CAMARINES SECTOR CAPILLA SUR, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 150.095 ,794,25-09-2024,794,25-09-2024,FIRMADO,07-10-2024,914,14-10-2024,EXENTA,N/A,N/A,1588,16-10-2024,JORGE OÑATE CASTRO,
33,03,125,40056496,MUNICIPALIDAD DE EL CARMEN,"CONSTRUCCIÓN CAMARINES SECTOR SAN VICENTE ALTO, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 149.567 ,794,25-09-2024,794,25-09-2024,FIRMADO,07-10-2024,915,14-10-2024,EXENTA,N/A,N/A,1588,16-10-2024,JORGE OÑATE CASTRO,
33,03,125,40061780,MUNICIPALIDAD DE EL CARMEN,"CONSTRUCCIÓN CAMARINES, SECTOR SAN FRANCISCO, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 160.964 ,794,25-09-2024,794,25-09-2024,FIRMADO,07-10-2024,913,14-10-2024,EXENTA,N/A,N/A,1588,16-10-2024,JORGE OÑATE CASTRO,
33,03,125,40046387,MUNICIPALIDAD DE TREHUACO,"CONSTRUCCIÓN LUMINARIAS FOTOVOLTAÍCAS VARIOS SECTORES ZONA RURAL, COMUNA DE TREHUACO.",ITATA,TREHUACO, $ 104.921 ,794,25-09-2024,794,25-09-2024,FIRMADO,03-12-2024,1153,13-12-2024,EXENTA,N/A,N/A,,,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40061965,MUNICIPALIDAD DE SAN NICOLAS,"CONSTRUCCIÓN SISTEMA DE TELEVIGILANCIA E ILUMINACIÓN DIVERSOS SECTORES, COMUNA DE SAN NICOLÁS.",PUNILLA,SAN NICOLÁS, $ 165.965 ,794,25-09-2024,794,25-09-2024,FIRMADO,23-10-2024,979,30-10-2024,EXENTA,N/A,N/A,1679,08-11-2024,CAROLINA SEREY PROVOSTE,
33,03,125,40056188,MUNICIPALIDAD DE PORTEZUELO,"CONSTRUCCIÓN GRADERIAS, MEDIA LUNA SECTOR CUCHA URREJOLA, COMUNA DE PORTEZUELO",ITATA,PORTEZUELO, $ 139.840 ,794,25-09-2024,794,25-09-2024,FIRMADO,03-12-2024,1155,13-12-2024,EXENTA,N/A,N/A,,,PABLO TRONCOSO ALARCON ,
24,01,300,CVC-AD-19,ASOC. REGIONAL DE FUTBOL AMATEUR DE LA 16 REGION DE ÑUBLE,SEGUNDO CAMPEONATO REFIONA DE SELECCIONES ARFA ÑUBLE 2024,REGIONAL,REGIONAL, $ 17.186 ,1063,03-10-2024,883,08-10-2024,FIRMADO,10-10-2024,919,15-10-2024,EXENTA,N/A,N/A,N/A,N/A,CESAR NAVARRETE,1110/05.12.2024
