COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,DIVISIÓN VINCULADA,MONTO INICIATIVA,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,OBSERVACIONES GENERALES,_source_file,_cleaned_at
30252122-2019,NO VIGENTE,2019,2019,30252122,0,"CONSTRUCCION SEDE SOCIAL HUAPE, CHILLAN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$48,000","$48,000",,"M$48,000",REVISAR,,ADMISIBLE,26-04-2019,// E1472/2019 ASIGNADO ANALISTA PARA REVISIÓN,ANÁLISIS.csv,2025-12-23T05:39:39.792591
30261675-2019,NO VIGENTE,2019,2019,30261675,0,"CONSTRUCCION SEDE SOCIAL VILLA FRESIA, COMUNA DE BULNES",PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. BULNES,MUNICIPIO,,,"$59,990","$59,990",,"M$59,990",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.792723
30261772-2020,NO VIGENTE,2020,2020,30261772,0,"SANEAMIENTO TÍTULOS DERECHOS DE AGUA, COMUNAS ASOCIACIÓN PUNILLA",PROGRAMA,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,,31,0,0,ASOCIACIÓN PUNILLA,MUNICIPIO,,,"$320,116","$320,116",,"M$6,213",,,,,"// E7203/2020 POSTULA INICIATIVA DE INVERSIÓN, SE INFORMA POR CORREO A JEFATURAS 17-01-20",ANÁLISIS.csv,2025-12-23T05:39:39.792818
30268372-2020,NO VIGENTE,2019,2020,30268372,0,"NORMALIZACION LICEO DIEGO PORTALES P., SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN CARLOS,MUNICIPIO,,,"$1,357,910","$1,357,910",,M$0,REV MDS,,FI,16-10-2020,// FI MIDESO DEL 16-10-20 Y 10-07-20 //8730/2020 INADMISIBLE INFORMADO POR ORD. 234 DEL 27-03-20 DE JEFE DIPLADE // INADMISIBILIDAD INFORMADA POR CORREO EL 26-03-20//SE ENVÍA CORREO A FORMULADOR 14-02-20 PARA QUE SUBSANA OBSERVACIONES DE ADMISIBILIDAD // SE ENVIA CORREO DEL 22-01-2020 A FORMULADOR PARA SUBSANAR OBSERVACIONES//ASIGNADO A PABLO TRONCOSO 22-01-20 PARA ADMISIBILIDAD Y ENVÍO A MIDESO// SE ENVÍA CORREO A JEFATURAS 19-11-19 PARA PRIORIZACIÓN E INSTRUCCIONES // E5095/2019 PENDIENTE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.793015
30268473-2019,NO VIGENTE,2019,2019,30268473,0,CONSTRUCCIÓN MEDIALUNA  COMPLEJO DEPORTIVO ESCOLAR,PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. QUIRIHUE,MUNICIPIO,,,"$612,465","$612,465",,"M$430,404",NO RECOMEN,,INADMISIBLE,26-11-2018,"// INICIATIVA POSTULADA AÑO 2019 REGION DE ÑUBLE CON CODIGO BIP BIO BIO, CREAR CODIGO BIP NUEVO PARA ÑUBLE.",ANÁLISIS.csv,2025-12-23T05:39:39.793096
30268474-2019,NO VIGENTE,2019,2019,30268474,0,CONSTRUCCIÓN COMPLEJO DEPORTIVO ESCOLAR FRANCÉS,PROYECTO,ITATA,QUIRIHUE,DISEÑO,MIDESO,,31,2,,MUNICIP. QUIRIHUE,MUNICIPIO,,,"$242,482","$242,482",,"M$242,482",NO RECOMEN,,INADMISIBLE,26-04-2019,"// PROYECTO DESACTUALIZADO, INADMISIBLE GORE, INFORMADO POR ORD. 184 DEL 26-04-19 E2105/2019 // INICIATIVA POSTULADA AÑO 2019 REGION DE ÑUBLE CON CODIGO BIP BIO BIO, CREAR CODIGO BIP NUEVO PARA ÑUBLE. TIENE OT MIDESO BIO BIO 20-02-18",ANÁLISIS.csv,2025-12-23T05:39:39.793170
30275184-2021,NO VIGENTE,2019,2021,30275184,0,"CONSTRUCCION SANEAMIENTO SANITARIO SECTOR MONTERRICO Y LOS PROFESORES, CHILLÃN",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,,,"$64,941","$64,941",,"M$14,435",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.793249
30281327-2019,NO VIGENTE,2019,2019,30281327,0,REPOSICION GIMNASIO MUNICIPAL COMUNA DE SAN NICOLÁS,PROYECTO,PUNILLA,SAN NICOLÁS,DISEÑO,MIDESO,,31,2,,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,"$51,534","$51,534",,"M$51,534",PRIORIZANDO MDS,,ADMISIBLE,,"// PRIORIZANDO PARA ENVÍO A REVISIÓN MIDESO 24-04-19 // E1039/2019 DERIVADO ANALISTA PARA REVISIÓN, REEMPLAZA A PROYECTO 40010878",ANÁLISIS.csv,2025-12-23T05:39:39.793319
30282925-2022,VIGENTE,2022,2022,30282925,0,"MEJORAMIENTO PUENTES RURALES DIVERSOS SECTORES, ASOCIACION PUNILLA",PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,C-33,TRANSPORTE,29,99,,ASOCIACIÓN PUNILLA,MUNICIPIO,MOP-VIALIDAD,,"M$2,581,834","M$2,581,834","M$2,581,834","M$325,234",ADMISIBLE,,ADMISIBLE,12-04-2022,"GORE, OFICIO ENVIADO A MIDESO N°413",ANÁLISIS.csv,2025-12-23T05:39:39.793484
30286222-2020,NO VIGENTE,2019,2020,30286222,0,CONSTRUCCION POLIDEPORTIVO MUNICIPAL DE SAN CARLOS,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN CARLOS,MUNICIPIO,,,"$2,469,540","$962,946",,"M$138,948",APRO CORE,,RS,04-01-2019,// APROBADO CORE ÑUBLE CERTIFICADO 44 DEL 07-02-19 // ENVIADO A CORE OFICIO 55 DEL 23-01-19 / EN REVISIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.793577
30287328-2019,NO VIGENTE,2019,2019,30287328,0,"CONSERVACION PAVIMENTO AV. SEPÚLVEDA BUSTOS, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,C-33,,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,,,"$1,758,715","$1,758,715",,"M$1,758,715",REEMPL,,,,// REEMPLAZADA POR INICIATIVA BIP 40011276 INGRESADA POR EXPENDIENTE E2877/2019 // E2840/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.793713
30288425-2019,NO VIGENTE,2019,2019,30288425,0,"NORMALIZACION EXTENSIÃ¿N ELECTRIFICACIÃ¿N DOMIC.RURAL DIV.SECT., COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,MIDESO,,31,,,MUNICIP. COELEMU,MUNICIPIO,,,"$57,659","$57,659",,"M$57,659",REVISAR,,,,"// E2192/2019 REINGRESA INICIATIVA PARA PRIORIZACIÓN Y FINANCIMIENTO, PENDIENTE ASIGNAR ANALISTA // INADMISIBLE POR OFICIO 43 DEL 12-02-19 // E691/2019 DERIVADO ANALISTA PARA REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:39.793791
30289022-2019,NO VIGENTE,2019,2019,30289022,0,RESTAURACION TEMPLO CATOLICO PARROQUIAL COMUNA DE PEMUCO,PROYECTO,DIGUILLIN,PEMUCO,DISEÑO,MIDESO,,31,2,,MUNICIP. PEMUCO,MUNICIPIO,,,"$80,000","$80,000",,"M$80,000",REV MDS,,FI,05-11-2019,"// FI DEL 05/11/2019 MIDESO ÑUBLE//ENVIADO A MIDESO POR ORD. 402 DEL 03-10-19 E5181/2019, CARGADO EN BIP MISMO DIA // OFICIO DE ENVÍO A MIDESO PARA FIRMA JEFE DIPLADE 02-09-19 // SE REITERAN OBSERVACIONES DE ADMISIBILIDAD A FORMULADOR POR CORREO DEL 27-08-19",ANÁLISIS.csv,2025-12-23T05:39:39.793902
30289072-2019,NO VIGENTE,2019,2019,30289072,0,"MEJORAMIENTO SISTEMA DE APR CHOLGUAN NORTE - PEDREGAL , YUNGAY",PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,MIDESO,,31,,,MUNICIP. YUNGAY,MUNICIPIO,,,"$496,873","$496,873",,"M$171,151",REV MDS,,OT,07-08-2019,"// ENVIADO A MIDESO POR ORD. 303 DEL 10-07-19 E3491/2019, CARGADO EN BIP 17-07-19 // SE ENVIA CORREO A FORMULADOR EL 06-06-19 SOLICITANDO COMPLETAR ANTECEDENTES PARA ADMISIBILIDAD, PLAZO 5 DIAS HÁBILES // PRIORIZADO Y ASIGNADO ANALISTA 15-05-19 // E2216/2019",ANÁLISIS.csv,2025-12-23T05:39:39.794137
30289424-2019,NO VIGENTE,2019,2019,30289424,0,REPOSICION EDIFICIO CONSISTORIAL SAN FABIÁN,PROYECTO,PUNILLA,SAN FABIAN,DISEÑO,MIDESO,,31,2,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,"$261,152","$261,152",,"M$176,283",NO PRIO INTEN MDS,,ADMISIBLE,25-01-2019,"// NO SE FIRMA OFICIO PARA ENVÍO A MIDESO 25-01-19 / ORD. 36 DEL 18-01-19 INGRESA PROYECTO CON CODIGO BIP CONCEPCIÓN POR INSTRUCCIÓN DE MIDESO, REEMPLAZA PROYECTO 40010526, EN REVISIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.794215
30291125-2019,NO VIGENTE,2019,2019,30291125,0,"HABILITACION SISTEMA DE MONITOREO DE TRAFICO UOCT ÑUBLE, CHILLÁN",PROYECTO,DIGUILLIN,DIGUILLIN,EJECUCIÓN,MIDESO,,31,2,,TRANSPORTE UOCT,SECTORIAL / OTRO,,,"$516,661","$516,661",,"M$86,110",REEMPL,,RS,27-08-2019,"// OFICIO DE INTENDENTE PARA ENVÍO A CORE EN VISTO BUENO JEFE DIPLADE 27-08-19 // ORD. 76 DEL 12-02-19 ENVIADO A MIDESO, CARGADO EN BIP 14-02-19 / EN REVISIÓN ANALISTA, SE ENVÍA CORREO A SEREMI 30-01-19",ANÁLISIS.csv,2025-12-23T05:39:39.794303
30292030-2022,VIGENTE,2022,2022,30292030,0,REPOSICION DE VEHICULOS DE TRANSPORTE DE PERSONAS PARA LA RED DE SALUD DE ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,SALUD,29,3,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,,"M$252,000","M$252,000","M$252,000","M$252,000",INGRESADO A PREINVERSIÓN,,SIN RATE,,SIN OBSERVACIONES,ANÁLISIS.csv,2025-12-23T05:39:39.794443
30318923-2019,NO VIGENTE,2019,2019,30318923,0,"CONSTRUCCION PASARELA PEATONAL PORTAL DE LA LUNA, SAN NICOLAS",PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,"$1,198,548","$1,198,548",,"M$1,198,548",PRIORIZANDO MDS,,ADMISIBLE,,// PRIORIZANDO PARA ENVÍO A REVISIÓN MIDESO 24-04-19 // EN REVISIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.794582
30318924-2021,NO VIGENTE,2019,2021,30318924,0,MEJORAMIENTO ACERAS AV. OHIGGINS COMUNA SAN NICOLAS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,"$1,087,534","$1,087,534",,"M$1,087,534",APRO CORE,,RS,07-10-2019,"// APROBADO CORE CERT 133 DEL 20-05-20 // POR ORD. 1049 DEL 08-10-19 E5318/2019 ALCALDE SOLICITA PRIORIZACIÓN DE INICIATIVA A CORE, SE INFORMA POR CORREO A JEFATURAS PARA DETERMINAR PRIORIZACIÓN 10-10-19 // 08-10-19 SE ENVÍA CORREO A JEFATURAS INFORMANDO DE RS MIDESO 07-10-19 PARA QUE SE INFORME",ANÁLISIS.csv,2025-12-23T05:39:39.794707
30347030-2019,NO VIGENTE,2019,2019,30347030,0,"REPOSICION CAMIÓN TOLVA MANTENCION ACCESO CAMINOS RURALES, QUILLÓN",PROYECTO,DIGUILLIN,QUILLÓN,EJECUCIÓN,C-33,,29,3,,MUNICIP. QUILLÓN,MUNICIPIO,,,"$58,190","$58,190",,"M$58,190",REEMPL,,OT,29-03-2019,"// POR ORD. 293/49/2019 DEL 27-06-19 E3409/2019 FORMULADOR SOLICITA DESESTIMAR POSTULACIÓN DE INICIATIVA, SE DERIVA A ANALISTA 04-07-19 PARA DAR DE BAJA // 24-06-19 SE ENVÍA CORREO A FORMULADOR SOLICITANDO INFORMAR RESPECTO A ESTADO DE INICIATIVA // OT DEL 2",ANÁLISIS.csv,2025-12-23T05:39:39.794881
30347224-2019,NO VIGENTE,2019,2019,30347224,0,"CONSERVACION BIBLIOTECA MUNICIPAL, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,31,2,,MUNICIP. PINTO,MUNICIPIO,,,"$231,600","$231,600",,"M$131,600",REVISAR,,,,// E3301/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.794950
30348177-2021,NO VIGENTE,2019,2021,30348177,0,"ADQUISICION MOTONIVELADORA MANT. CAMINOS, ZONAS AFECTADAS INCENDIOS",PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,C-33,,29,5,2,MUNICIP. QUIRIHUE,MUNICIPIO,,,"$215,737","$215,737",,"M$215,737",APRO CORE,,RS,15-05-2019,// APROBADO CORE POR CERTIFICADO 134 DEL 20-06-19 // ENVIADO A CORE POR ORD. 209 DEL 15-05-19 E2467/2019 // RS DEL 15-05-19 INFORMADO POR CORREO MISMO DIA // FI DEL 15-05-19 INFORMADO POR CORREO MISMO DIA //POR ORD. 460 DEL 14-05-19 E2433/2019 FORMULADOR INF,ANÁLISIS.csv,2025-12-23T05:39:39.795038
30363922-2019,NO VIGENTE,2019,2019,30363922,0,"CONSTRUCCION CICLOVIAS RURALES , COMUNAS ASOCIACION PUNILLA",PROYECTO,PUNILLA,PUNILLA,DISEÑO,MIDESO,,31,,,ASOCIACIÓN PUNILLA,MUNICIPIO,,,"$185,051","$185,051",,"M$66,872",REVISAR,,,,// E2284/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,ANÁLISIS.csv,2025-12-23T05:39:39.795106
30380682-2019,NO VIGENTE,2019,2019,30380682,0,ADQUISICION CAMION ALZA HOMBRE PARA LA MUNICIPALIDAD DE TREHUACO,PROYECTO,ITATA,TREHUACO,EJECUCIÓN,C-33,,29,3,,MUNICIP. TREHUACO,MUNICIPIO,,,"$60,047","$60,047",,"M$60,047",REVISAR,,,,// E731/2019 DERIVADO ANALISTA PARA REVISIÓN,ANÁLISIS.csv,2025-12-23T05:39:39.795282
30385675-2019,NO VIGENTE,2019,2019,30385675,0,CONSTRUCCION CAMARINES SECTOR LLAHUEN Y MULTICANCHA PORTEZUELO,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$58,972","$58,972",,"M$58,972",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.795372
30386273-2019,NO VIGENTE,2019,2019,30386273,0,CONSTRUCCION SERVICIO ALIMENTACION Y SEDILE HOSPITAL EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,DISEÑO,MIDESO,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,"$21,327","$21,327",,"M$21,327",REV MDS,,OT,04-02-2019,"// ADMISIBLE MIDESO 23-01-19 / ENVIADO A MIDESO POR ORD. 44 DEL 18-01-19, SUBIDO A BIP 21-01-19 / EN REVISIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.795457
30386411-2021,NO VIGENTE,2019,2021,30386411,0,REPOSICION LICEO A-17 COMUNA DE YUNGAY,PROYECTO,DIGUILLIN,YUNGAY,DISEÑO,MIDESO,,31,,,MUNICIP. YUNGAY,MUNICIPIO,,,"$110,976","$110,976",,"M$110,976",APRO CORE,,FI,21-08-2019,"// ADMISIBLE MIDESO 08-05-19 // ENVIADO A MIDESO POR ORD. 174 DEL 29-04-19 E2136/2019, CARGADO EN BIP MISMO DIA // PRIORIZANDO PARA ENVÍO A REVISIÓN MIDESO 24-04-19 // E1810/2019 ASIGNADO ANALISTA PARA REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:39.795532
30387725-2019,NO VIGENTE,2019,2019,30387725,0,NORMALIZACIÓN ESCUELA DAFNE ZAPATA ROZAS,PROYECTO,DIGUILLIN,PEMUCO,EJECUCIÓN,MIDESO,,31,,,MUNICIP. PEMUCO,MUNICIPIO,,,"$8,376,547","$8,376,547",,"M$2,813,026",NO RECOMEN,,INADMISIBLE,09-10-2018,"// NO ADJUNTA ARCHIVOS AL BIP, DEFINIR NORMALIZACION O REPOSICIÓN, ANALIZAR FUENTE DE FINANCIAMIENTO",ANÁLISIS.csv,2025-12-23T05:39:39.797421
30391922-2019,NO VIGENTE,2019,2019,30391922,0,"REPOSICION PISTA BMX QUILAMAPU, CHILLÁN.",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,,,"$1,101,618","$460,136",,"M$104,288",APRO CORE,,RS,26-10-2018,// SE RATIFICA APROBACIÓN CORE POR CORRECCIÓN EN MONTO SEGÚN CERTIFICADO 101 DEL 13-05-19 E2486/2019// APROBADO CORE SEGÚN CERTIFICADO 87 DEL 24-04-19 E2123/2019 // ENVIADO A CORE POR ORD. 141 DE FECHA 05-04-19 E1829/2019 // E1316/2019 ASIGNADO ANALISTA PARA,ANÁLISIS.csv,2025-12-23T05:39:39.797605
30392992-2019,NO VIGENTE,2019,2019,30392992,0,ADQUISICION RODILLO COMPACTADOR PARA LA COMUNA DE SAN IGNACIO,PROYECTO,DIGUILLIN,SAN IGNACIO,EJECUCIÓN,C-33,,29,5,2,MUNICIP. SAN IGNACIO,MUNICIPIO,,,"$43,965","$43,965",,"M$43,965",REV SUB OBSE,,FI,17-04-2019,"// REASIGNADO ANALISTA 22-10-19 // POR ORD. 304 DEL 16-05-19 E2498/2019 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, DERIVADO ANALISTA PARA REVISIÓN // FI DEL 17-04-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 215 DEL 04-04-19 E1804/2019 FORMULADOR INFO",ANÁLISIS.csv,2025-12-23T05:39:39.797969
30399331-2020,NO VIGENTE,2019,2020,30399331,0,"CONSTRUCCION REFUGIOS PEATONALES Y BAHIAS DE DETENCION, ASOC. PUNILL",PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,,31,2,,ASOCIACIÓN PUNILLA,MUNICIPIO,,,"$857,651","$857,651",,"M$32,624",APRO CORE,,RS,24-12-2018,"// APROBADO CORE SEGÚN CERTIFICADO 36 DEL 06-02-19 / ENVIADO A CORE POR ORD. 18 DEL 07-01-19 / PROYECTO INGRESA CON RATE RS DEL 24-12-18, SE DERIVA A JEFE DE DIVISIÓN 28-12-18 PARA TOMA DE DECISIONES",ANÁLISIS.csv,2025-12-23T05:39:39.798190
30399737-2022,VIGENTE,2022,2022,30399737,0,"MEJORAMIENTO ESTADIO MUNICIPAL, COMUNA DE BULNES",PROYECTO,DIGUILLÍN,BULNES,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,,"M$1,565,999","M$1,565,999","M$1,565,999","M$933,189",INGRESADO A PREINVERSIÓN,,FI,14-07-2022,GORE: EN REVISIÓN.,ANÁLISIS.csv,2025-12-23T05:39:39.798297
30403274-2019,NO VIGENTE,2019,2019,30403274,0,CONSTRUCCION C. DIALISIS HOSPITAL DE SAN CARLOS,PROYECTO,PUNILLA,SAN CARLOS,DISEÑO,MIDESO,,31,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,"$38,271","$38,271",,"M$38,271",REV MDS,,FI,06-02-2019,"// ADMISIBLE MIDESO 23-01-19 / ENVIADO A MIDESO POR ORD. 45 DEL 18-01-19, CARGADO EN BIP 21-01-19 / EN REVISIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.800967
30407488-2019,NO VIGENTE,2019,2019,30407488,0,CONSERVACION INFRAESTRUCTURA HORIZONTAL AD. BERNARDO OHIGGINS,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,31,2,,MOP DAP,SECTORIAL / OTRO,,,"$951,631","$951,631",,"M$951,631",REEMPL,,OT,14-02-2019,"// ANTECEDENTES DEVULTOS A PLANEAMIENTO POR ORD. 221 DE FECHA 27-05-19 E2608/2019 // POR ORD. 33 DEL 17-05-19 E2490/2019 DIRECTOR REGIONAL DE PLANEAMIENTO DEL MOP ÑUBLE, SOLICITA RETIRO DE PROYECTO POR FINANCIAMIENTO CON FONDOS SECTORIALES, DERIVADO ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:39.801537
30426879-2019,NO VIGENTE,2019,2019,30426879,0,"ACTUALIZACION PLADECO, COMUNA DE SAN FABIÁN",ESTUDIO,PUNILLA,SAN FABIAN,EJECUCIÓN,MIDESO,,31,1,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,"$41,242","$41,242",,"M$41,242",APRO CORE,,RS,27-12-2018,// APROBADO CORE SEGÚN CERTIFICADO 35 DEL 06-02-19 / ENVIADO A CORE ORD. 37 DEL 14-01-19 / RS BIO BIO DEL 27-12-18 SE ENTREGA A JEFE DIPLADE PARA DETERMINAR PRIORIZACIÓN DE FINANCIAMIENTO / INADMISIBLE 02-01-19 / ENTREGADO ANALISTA GORE PARA REVISIÓN 26-12-1,ANÁLISIS.csv,2025-12-23T05:39:39.801732
30440323-2019,NO VIGENTE,2019,2019,30440323,0,"NORMALIZACIÓN LICEO CLAUDIO ARRAU LEÓN, COMUNA DE COIHUECO",PROYECTO,PUNILLA,COIHUECO,DISEÑO,MIDESO,,31,,,MUNICIP. COIHUECO,MUNICIPIO,,,"$88,749","$88,749",,"M$88,749",NO RECOMEN,,INADMISIBLE,08-03-2019,// INADMISIBLE INFORMADO POR ORD. 98 DEL 08-03-19 E1233/2019 // SE ENVÍA CORREO A FORMULADOR 28-02-19 PARA NO DEJAR INADMISIBLE Y COMPLETAR ANTECEDENTES PARA ENVÍO A MIDESO // DEBE REINGRESAR CON CODIGO BIP NUEVO E INDICAR CODIGO DE MIGRACIÓN BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.801990
30445572-2020,NO VIGENTE,2019,2020,30445572,0,CONSTRUCCION ESPACIOS DEPORTIVOS CON CERCO PERIMETRAL DIV. SECTORES DE COIHUECO,PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. COIHUECO,MUNICIPIO,,,"$59,153","$59,153",,"M$59,153",APRO CORE,,RS,11-06-2019,"// APROBADO CORE POR CERTIF. 199 DEL 10-09-19 // ENVIADO A CORE POR ORD. 349 DEL 09-08-19 E4100/2019 // OFICIO PARA FIRMA JEFE DIPLADE 08-08-19//RS DE BIO BIO LLEGA POR CORREO EL 12-06-19, PRIORIZANDO PARA ENVÍO A CORE // INICIATIVA SE INFORMA EN OFICIO CUEN",ANÁLISIS.csv,2025-12-23T05:39:39.802156
30451322-2019,NO VIGENTE,2019,2019,30451322,0,"MEJORAMIENTO RUTAS N-460, N-470 Y N-476 TREHUACO-PORTEZUELO, ÑUBLE",PROYECTO,ITATA,ITATA,DISEÑO,MIDESO,,31,2,,MOP-VIALIDAD,SECTORIAL / OTRO,,,"$413,132","$413,132",,"M$124,679",REEMPL,,RS,31-12-2018,// CERTIFICADO N° 257 DEL 03-06-2019 NO FUE INGRESADO A CORE//POR INSTRUCCIONES DE DIVISIÓN INICIATIVA QUEDA NO PRIORIZADA PARA CORE 01-07-19 // RETIRADO DE CORE POR ORD. 257 DEL 03-06-19 E2800/2019 //  ORDINARIO PARA RETIRO DE CORE PARA FIRMA 03-06-19 // ENVIADO A CORE POR ORD. 190 DEL 10-05-19 E2357/2019 // PARA F,ANÁLISIS.csv,2025-12-23T05:39:39.802361
30451574-2019,NO VIGENTE,2019,2019,30451574,0,"HABILITACION PLAZA Y FERIA LIBRE EMILIO BASTIAS, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,,31,2,,MUNICIP. SAN CARLOS,MUNICIPIO,,,"$1,866,845","$1,866,845",,"M$373,369",FIRMA INTEND,,RS,20-11-2019,// NO PRIORIZA INTENDENTE 16-12-2019//MEMO N°62 CON FECHA 03-12-2019 ENVIADO PARA FIRMA DE INTENDENTE E6194/2019 //SE ENVÍA CORREO A JEFATURAS EL 21-11-19 A LA ESPERA DE INSTRUCCIONES // RS MIDESO DEL 20-11-19 // ENVIADO A MIDESO POR ORD. 342 DEL 05-08-19 E4,ANÁLISIS.csv,2025-12-23T05:39:39.802470
30454978-2019,NO VIGENTE,2019,2019,30454978,0,NORMALIZACION LICEO JORGE ALESSANDRI DE SAN FABIÁN,PROYECTO,PUNILLA,SAN FABIAN,DISEÑO,MIDESO,,31,2,,MUNICIP. SAN FABIÁN,MUNICIPIO,,,"$59,860","$59,860",,"M$59,860",REV MDS,,OT,04-02-2019,"// ADMISIBLE MIDESO 04-02-19 / ENVIADO A MIDESO ORD. 58 DEL 25-01-19, CARGADO EN BIP 28-01-19 / SE INGRESA NUEVAMENTE POR ORD. 39 DEL 18-01-19, EN REVISIÓN ANALISTA / INADMISIBLE COMITÉ N°9 GORE ÑUBLE DEL 19-12-18 / EXISTENTE FI DE FECHA 12-11-18 BIO BIO",ANÁLISIS.csv,2025-12-23T05:39:39.802608
30459136-2019,NO VIGENTE,2019,2019,30459136,0,"CONSTRUCCION MULTICANCHA SECTOR LOS AROMOS, SAN NICOLAS",PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. SAN NICOLÁS,MUNICIPIO,,,"$59,721","$59,721",,"M$59,721",RATIF CORE,,RS,,// POR CERTIFICADO 26 DEL 21-01-19 CORE RATIFICA FINANCIAMIENTO INICIATIVA APROBADA POR CORE BIO BIO,ANÁLISIS.csv,2025-12-23T05:39:39.804125
