DATOS DE REGISTRO DE INICIATIVA EN CARTERA DE PROYECTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,EVALUACIÓN DE ADMISIBILIDAD,,,,,,,,,,PRIORIZACIÓN PARA REVISIÓN,,REVISIÓN INICIATIVA MIDESO,,,,,,,REVISIÓN INICIATIVAS GORE,,,,,,,,,,PRIORIZACIÓN PRESUPUESTARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codigo Unico,,Año,Año pptario,Cod Idi,Dv,Nombre Proyecto,Tipo,Provincia,Comuna,Etapa,Tipologia,Categoría GORE,Subt,Item,Asig,Prov Subdere,Formulador,Beneficiario,Sector,Subsector,Mto Proyecto,Mto Sectorial,Mto Fndr,Gsto Vigente,Gsto Sgtes Años,Estado Actual,Fecha Recp Gore,Fecha Ingre PreInv,Fecha Asig Analista,ANALISTA,ADMISIBLE O INADMISIBLE,Fecha 1° ADM / INAD,Documento o Fecha informa a UT ADM / INAD,Fecha Subsana Observaciones INAD,Fecha 2° ADM / INAD,2° Documento o Fecha informa a UT ADM / INAD,Fecha Priorización  para Revisión (Gobernador),Lugar de Priorización para Revisión,Mideso (SI / NO),N° Ordinario,Fecha Ordinario,N° Ord y Fcha Envi a Mds,RATE Mideso,Fecha RATE Mideso,Comunica RATE Mideso a U.T,Fecha Asig Analista REVISIÓN,Primer Rate,Fecha Primer Rate,Fecha Informa a UT 1° RATE,Fecha Subsanación Primer RATE,Segundo Rate,Fecha Segundo Rate,Fecha Informa a UT 2° RATE,N° Certificado RS,Fecha Certificado RS,Fecha Priorización  Presupuestaria (Gobernador),Lugar de Priorización para Revisión,N° Ord y Fcha Post,N° Of/Mail_Fcha Inf Form,N° Ord al Core,Fech Ord Envio a Core,N° Cert Core o Resolucion Ex,Fech Cert Aprob Core o Res. Exta.,RES. CREA ASIGNACIÓN,SUBT.,SUBT. - ITEM,SUBT. - ITEM - ASIG.,MONTO TOTAL PROYECTO,MONTO SECTORIAL,MONTO FNDR POSTULADO,MONTO ADJUDICADO,AUMENTOS,ESTADO,FECHA DE  CONVENIO,N° RES. APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA,RUT,FECHA ACTA ENTREGA TERRENO,AUMENTO DE PLAZO,PROF. PRESUP RESPONSABLE,PROF. INVERSIONES RESPONSABLE,EJEC. 2019,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROGRAMADO 2021,ARRASTRE 2022,PORCENTAJE AVANCE,PROGRAMADO ENE - JUN,PROGRAMADO JUL - DIC,ETAPA DEL CICLO,AREA DEL PROYECTO,DIAS PARA ULTIMO RATE (ANALISTA),DIAS PARA ULTIMO RATE (INGRESO GORE),DIAS DESDE FI - OT - ADMISIBLE,CONDICIÓN INICIATIVA,DIAS DESDE CORE A CONVENIO,EJECUCIÓN 2021,,,% EJEC. PROG. 02 - 2021
40009207-2019,,2019,2019,40009207,0,"MEJORAMIENTO CANCHA ESTADIO MUNICIPAL A PASTO SINTETICO, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,MIDESO,,31,,,#REF!,MUNICIP. COELEMU,COELEMU,DEPORTES,INTERSUBSECTORIAL DEPORTES,"$375,678",$0,"$375,678","M$375,678",M$0,REVISAR,30-04-2019,#REF!,08-05-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009347-2019,,2019,2019,40009347,0,DIFUSIÓN ÑUBLE SPORTS TOUR 2019,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,IND,REGIONAL,DEPORTES,TRANSFERENCIAS,"$201,728",$0,"$201,728","M$201,728",M$0,REEMPL,,#REF!,29-11-2018,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,OT,,20-12-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009349-2019,,2019,2019,40009349,0,TRANSFERENCIA APOYO A DEPORTISTAS DE PROYECCIÓN INTERNACIONAL ÑUBLE 2019,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,IND,REGIONAL,DEPORTES,TRANSFERENCIAS,"$66,600",$0,"$66,600","M$66,600",M$0,REEMPL,,#REF!,29-11-2018,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,OT,,20-12-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009363-2021,,2019,2021,40009363,0,ADQUISICION MAQUINARIA PARA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,5,2,#REF!,MUNICIP. EL CARMEN,EL CARMEN,MAQUINARIA,MAQUINARIA,"$209,136",$0,"$209,136","M$209,136",M$0,APRO CORE,10-04-2019,#REF!,10-04-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,15-07-2019,,,,,,,,,#REF!,317,22-07-2019,178,16-08-2019,,DIGUILLIN,EL CARMEN,40009363,05,,ADQUISICION MAQUINARIA PARA MUNICIPALIDAD EL CARMEN,"$209,136",$0,178,,9. TERMINADO,1,"CJG 25.11 SE RECEPCIONO TOLVAS Y RETROEXCAVADORA // CJG 23.11 LLEGAN LAS MAUINARIAS EL JUEVES 25 DE NOV. // EN LICITACION DESDE VIERNES 24 DE ABRIL. APERTURA 12.05.2020/MUNICIPIO SE ENCUENTRA REVISANDO ANTECEDENTES TECNICOS DE LAS OFERTAS/SE ESTÁ A LA ESPERA DE RSPUESTA DISPONIBILIDAD PPT/SE ESTÁ REVISANDO OFERTAS / 06.07 EL DIA JUEVES 02 SE SOLICITO A LA MUNICIPALIDAD COMPLEMENTAR CIERTAS CARACTERISTICAS AL INFORME ELABORADO POR ELLOS YA QUE SE DECLARARA INADMISIBLE LA COMPRA (15/07/2020-CSP// U.T. EN CORRECCIÓN DE ACTA DE APERTURA, CUYO PROCESO DE DECLARARÁ INADMISIBLE).//(23/07/2020-MQV// LA SEMANA DEL 27.07 SE ENVIARÁ RESOLUCIÓN QUE DEJA SIN EFECTO EL PROCESO DE LA GRAN COMPRA) # CJM 31-07-2020 SIN NUEVAS OBSERBACIONES // 06-08-2020 LMPO SE REANUDARÁ PROCESODE ELABORACION DE ANTECEDENTES PARA PUBLICAR COMPRA. 13/08/2020-ALDF// SIN OBSERVACIONES. 17/08/2020-PSP// A LA ESPERA DE ESPECIFICACIONES TÉCNICAS DE LA MUNICIPALIDAD // 26/08/2020-CSP// INTENCIÓN DE COMPRA EN TRÁMITE DE FIRMA.// 03.09.20-MQV-INTENCIÓN DE COMPRA EN FIRMA DEL INTENDENTE // CJM 11/09/2020 INTENCIÓN DE COMPRAS ENVIADA A ADQUISICIONES PARA LICITAR // LPO 16.09.2020 - GRAN COMPRA PUBLICADA // 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 01.10.2020 EVALUACIÓN DE OFERTAS Y SE SOLICTARÁ A LA MUNICIPALIDAD LA ELABORACIÓN DE SU INFORME. // CSP 07.10.2020 INTENCIÓN DE COMPRAS SE DECLARARÁ INADMISIBLE /// MQV 15.10.2020 PUBLICADA NUEVA INTENCIÓN DE COMPRA //CJM 29-10-2020 SIN NUEVAS OBSERVACIONES //CJM 10-12-2020 INCIATIVA SE PRIORISARA AÑO 2021 // ALDF 12-01-2021 AÑO 2020 NO SE PUDO EJECUTAR POR PROCESOS DE COMPRAS FALLIDOS POR LO QUE AÑO 2021 SE DEBE ESPERAR A SOLICITAR ASIGNACIÓN SUBTIT.29 PARA INICIAR UN NUEVO PROCESOS DE COMPRA O FIRMAR CONVENIO // ALDF 29-01-2021SIN NUEVAS OBSERVACIONES // PSP 19,02,2021 SE DEBE SOLICITAR MODIFCACIÓN A DIPRES PARA ASIGNAR RECURSOS AL SUBTIT. 29 // PSP 15.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR",,,,55472,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009367-2019,,2019,2019,40009367,0,"AMPLIACION FUSIÓN: LICEO NARCISO TONDREAU, GRUPO ESCOLAR Y ESCUELA LOS HÉROES, Y CREACIÓN D",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,,,#REF!,MUNICIP. CHILLÁN,CHILLAN,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$125,928",$0,"$125,928","M$5,247","M$120,681",REV MDS,06-12-2018,#REF!,10-12-2018,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,2,,,,,,OT,,18-02-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009370-2019,,2019,2019,40009370,0,ADQUISICION CLINICA MOVIL PARA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,VEHICULOS,CLINICA MOVIL,"$205,500",$0,"$205,500","M$205,500",M$0,NO RECOMEN,10-12-2018,#REF!,12-12-2018,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009371-2019,,2019,2019,40009371,0,"ADQUISICIÓN MOTONIVELADORA 6X6, QUILLON",PROYECTO,DIGUILLIN,QUILLÓN,EJECUCIÓN,C-33,,29,5,2,#REF!,MUNICIP. QUILLÓN,QUILLON,MAQUINARIA,MAQUINARIA,"$242,209",$0,"$242,209","M$242,209",M$0,APRO CORE,07-12-2018,#REF!,12-12-2018,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,19-03-2019,,,,,,,,,#REF!,117,20-03-2019,76,03-04-2019,,DIGUILLIN,QUILLÓN,40009371,05,,"ADQUISICIÓN MOTONIVELADORA 6X6, QUILLON","$242,209",$0,76,,9. TERMINADO,1,EJECUTADO,N/A,N/A,N/A,,SALFA,91.502.000-3,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,"$238,521",,,,,23852100.00%,$0,"$238,521",INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009372-2019,,2019,2019,40009372,0,ADQUISICION BUS PARA LA MUNICIPALIDAD DE EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,VEHICULOS,BUS,"$172,183",$0,"$172,183","M$172,183",M$0,REVISAR,26-04-2019,#REF!,26-04-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009374-2019,,2019,2019,40009374,0,REPOSICION CAMIONES TOLVA PARA LA MUNICIPALIDAD DE EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,CAMIONES,CAMIONES,"$200,000",$0,"$200,000","M$200,000",M$0,NO RECOMEN,10-12-2018,#REF!,12-12-2018,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,INADMISIBLE,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009375-2019,,2019,2019,40009375,0,ADQUISICION EQUIPO BACHEADOR PARA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,5,2,#REF!,MUNICIP. EL CARMEN,EL CARMEN,MAQUINARIA,EQUIPO BACHEADOR,"$72,143",$0,"$72,143","M$72,143",M$0,REVISAR,30-04-2019,#REF!,07-05-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009376-2019,,2019,2019,40009376,0,ADQUISICION VEHICULOS PARA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$51,574",$0,"$51,574","M$51,574",M$0,REVISAR,26-04-2019,#REF!,26-04-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009377-2020,,2019,2020,40009377,0,REPOSICION CAMION RECOLECTOR PARA LA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,CAMIONES,CAMIONES,"$101,821",$0,"$101,821","M$101,821",M$0,CORE ÑUBLE,12-04-2019,#REF!,12-04-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,21-11-2019,,,,,,,,,#REF!,494,30-12-2019,,,,DIGUILLIN,EL CARMEN,40009377,03,,REPOSICIÓN CAMIÓN RECOLECTOR PARA LA MUNICIPALIDAD EL CARMEN,"$101,821",$0,16,,4. CONVENIO FIRMADO,,"CJG 3.8.23  ESTA SEMANA QUE VIENE LO ABORDARAN POR PARTE DE LA SECPLA // CJG 9.2.23 SE SOLICITARÁ LA REEVALUACION MUNICIPALIDAD SE ENCUENTRAN COTIZANDO // CJG 14.11.22 EN LICITACION ADJUDICA MEDIADOS DE DIC // GRAN COMPRA SE SUBIO EL DIA 27 DE ABRIL. APERTURA 13.05.2020/MUNICIPIO SE ENCUENTRA REVISANDO ANTECEDENTES TÉCNICOS Y A LA ESPERA DE RESPUESTA DISPONIBILIDAD PPT./SEDEBERÁ SUSPENDER INTENCIÓN DE COMPRAS (15/07/2020-CSP //CJM 10-12-2020 SE PRIORISARA PARA EL 2021 // ALDF 29-01-2021SIN ASIGNACION PRESUPUESTARIA PARA EL AÑO EN CURSO // PSP 15,06,2021 SE MANTIENE OBSERVACIÓN ANTERIOR",4.6.22,45,5.7.22,,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009377-2020,,2019,2020,40009377,0,REPOSICION CAMION RECOLECTOR PARA LA MUNICIPALIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,C-33,,29,3,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,CAMIONES,CAMIONES,"$101,821",$0,"$101,821","M$101,821",M$0,APRO CORE,12-04-2019,#REF!,12-04-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,21-11-2019,,,,,,,,,#REF!,494,30-12-2019,16,08-01-2020,,DIGUILLIN,EL CARMEN,40009377,03,,REPOSICIÓN CAMIÓN RECOLECTOR PARA LA MUNICIPALIDAD EL CARMEN,"$101,821",$0,16,,4. CONVENIO FIRMADO,,"CJG 3.8.23  ESTA SEMANA QUE VIENE LO ABORDARAN POR PARTE DE LA SECPLA // CJG 9.2.23 SE SOLICITARÁ LA REEVALUACION MUNICIPALIDAD SE ENCUENTRAN COTIZANDO // CJG 14.11.22 EN LICITACION ADJUDICA MEDIADOS DE DIC // GRAN COMPRA SE SUBIO EL DIA 27 DE ABRIL. APERTURA 13.05.2020/MUNICIPIO SE ENCUENTRA REVISANDO ANTECEDENTES TÉCNICOS Y A LA ESPERA DE RESPUESTA DISPONIBILIDAD PPT./SEDEBERÁ SUSPENDER INTENCIÓN DE COMPRAS (15/07/2020-CSP //CJM 10-12-2020 SE PRIORISARA PARA EL 2021 // ALDF 29-01-2021SIN ASIGNACION PRESUPUESTARIA PARA EL AÑO EN CURSO // PSP 15,06,2021 SE MANTIENE OBSERVACIÓN ANTERIOR",4.6.22,45,5.7.22,,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009378-2019,,2019,2019,40009378,0,REPOSICION ESCUELA F-393 SECTOR DE NAVIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,DISEÑO,MIDESO,,31,2,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$85,756",$0,"$85,756","M$70,000","M$15,756",REV MDS,30-04-2019,#REF!,14-08-2019,ELIAS JARA,,#REF!,,,,,,,,,,357,,,,,,FI,,09-09-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009378-2020,,2019,2020,40009378,0,REPOSICION ESCUELA F-393 SECTOR DE NAVIDAD EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,DISEÑO,MIDESO,,31,2,,#REF!,MUNICIP. EL CARMEN,EL CARMEN,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$87,984",$0,"$87,984","M$87,984",M$0,REV MDS,30-04-2019,#REF!,14-01-2020,Oscar Diaz Diaz,,#REF!,,,,,,,,,,16,,,,,,FI,,27-01-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40009384-2019,,2019,2019,40009384,0,TRANSFERENCIA REDUCCIÓN DE EFECTOS DE DEFICIT HIDRICO VALLE DEL ITATA II PARTE,PROGRAMA,ITATA,ITATA,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,INDAP,ITATA,RECURSOS NATURALES Y MEDIO AMBIENTE,AGRICULTURA,"$414,000","$150,000","$264,000","M$244,500","M$19,500",APRO CORE,20-12-2018,#REF!,26-12-2018,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,RS,,30-01-2019,,,,,,,,,#REF!,65,01-02-2019,46,08-02-2019,,REGIONAL,REGIONAL,40009384,03,205,TRANSFERENCIA REDUCCIÓN DE EFECTOS DE DEFICIT HIDRICO VALLE DEL ITATA II PARTE,"$414,000","$150,000",46,,9. TERMINADO,,"ABRIL RINDIERON M$22.130.- (15/07/2020-CSP//REALIZÓ RENDICIÓN EN JUNIO M$800) // / 21/07/2020-MQV// SIN NUEVAS OBSERVACIONES) #CJM 31-07-2020 REDICION DE RENDICION// 06-08-2020 LMPO SERVICIO REALIZAR RENDICIÓN MENSUAL CORRESPONDIENTE A JULIO INFORMAN $800.000.- 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// SIN NUEVAS OBSERVACIONES. //28/08/2020-CSP// AÚN NO PRESENTAN RENDICIÓN CORRESPONDIENTE AL MES DE AGOSTO // 03.09.20-MQV-ENTREGAN RENDICIÓN DEL MES CORRESPONDIENTE A AGOSTO #CJM 11-09-2020 PRESENTAN RENDICIÓN MENSUAL $1.800.000.- CORRESPONDIENTE A AGOSTO. // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES.// PSP - 29.09.2020 SERVICIO PRESENTA RENDICIÓN DE SEPTIEMBRE. // CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 EJECUCIÓN // PSP 05,02,2021 AUN SE ENCUENTRA EN EJECUCIÓN // LMPO 19.02.2021 NO SE SOLICITA REMESA PARA EL 2021 // PSP 16.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR",43588,20,43599,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,"$6,658","$13,025","$2,000","$14,684","$109,438",14580500.00%,$0,"$21,683",INVERSIONES,$0,#VALUE!,#VALUE!,,,,CON EJECUCIÓN 2021,,,
40009396-2019,,2019,2019,40009396,0,TRANSFERENCIA TRANSFERENCIA LEVANTA TU MIPE REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,SERCOTEC,SERCOTEC,FOMENTO PRODUCTIVO,ADMINISTRACION MULTISECTOR,"$1,110,000","$10,000","$1,100,000","M$1,041,199","M$58,801",APRO CORE,28-12-2018,#REF!,04-01-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,04-03-2019,,,,,,,,,#REF!,131,25-03-2019,85,08-04-2019,,REGIONAL,REGIONAL,40009396,03,214,TRANSFERENCIA LEVANTA TU MIPE REGIÓN DE ÑUBLE,"$1,110,000","$10,000",85,,9. TERMINADO,1,EJECUTADO,43634,44,43675,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,"$1,012,097",,"$7,800","$14,770",103466700.00%,$0,"$1,012,097",INVERSIONES,$0,#VALUE!,#VALUE!,,,,CON EJECUCIÓN 2021,,,
40009398-2019,,2019,2019,40009398,0,TRANSFERENCIA COMPETITIVIDAD INVERSIÓN PREDIAL ITATA II PARTE,PROGRAMA,ITATA,ITATA,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,INDAP,ITATA,RECURSOS NATURALES Y MEDIO AMBIENTE,AGRICULTURA,"$555,000","$255,000","$300,000","M$150,000","M$150,000",APRO CORE,20-12-2018,#REF!,30-01-2019,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,,,,,,,RS,,20-03-2019,,,,,,,,,#REF!,130,25-03-2019,84,08-04-2019,,REGIONAL,REGIONAL,40009398,03,213,TRANSFERENCIA COMPETITIVIDAD INVERSIÓN PREDIAL ITATA II PARTE,"$555,000","$255,000",84,,9. TERMINADO,1,"programa en ejecución (15/07/2020-CSP//REALIZÓ RENDICIÓN EN JUNIO M$22.006) // / 21/07/2020-MQV// SIN NUEVAS OBSERVACIONES) #CJM 31-07-2020 REDICION DE RENDICION // 06-08-2020 LMPO SERVICIO REALIZAR RENDICIÓN MENSUAL CORRESPONDIENTE A JULIO INFORMAN $2.400.000.- 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// SIN NUEVAS OBSERVACIONES. //28/08/2020-CSP// AÚN NO PRESENTAN RENDICIÓN CORRESPONDIENTE AL MES DE AGOSTO // 03.09.20-MQV-ENTREGAN RENDICIÓN DEL MES CORRESPONDIENTE A AGOSTO #CJM 11-09-2020 CONVENIO ELABORADO, SE ESTÁ A LA ESPERA DE INSTRUCCIÓN PARA PROCEDER A FIRMAR // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES. // PSP - 29.09.2020 SIN NUEVAS OBSERVACIONES.// CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// ///CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 RINDIÓ EL 2020 M$153.922 // ALDF 28.01.2021 SE MANTIENE OBSERVACIÓN ANTERIOR // PSP 05,02,2021 PENDIENTE DE EJECUTAR UN MONTO DE M$153,000,-// LMPO 19.02.2021 INCIATIVA SOLICITA EL SALDO PENDIENTE POR EJECUTAR PARA ESTE MES DE MARZO // PSP 15.06.2021 DEBEN SOLICITAR TRANSFERENCIA DE SALDO DEL PROYECTO",43634,45,43645,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,"$2,250","$127,945","$9,450","$4,950",14459500.00%,$0,"$130,195",INVERSIONES,$0,#VALUE!,#VALUE!,,,,CON EJECUCIÓN 2021,,,
40009399-2019,,2019,2019,40009399,0,TRANSFERENCIA TRANSFERENCIA MUJERES EMPRENDEDORAS REGIÒN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,SERCOTEC,REGIONAL,FOMENTO PRODUCTIVO,ADMINISTRACION MULTISECTOR,"$700,000",$0,"$700,000","M$700,000",M$0,REEMPL,28-12-2018,#REF!,04-01-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,FI,,29-11-2018,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
