 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40065143-2025,2025,BULNES,MUNICIPIO,SEGURIDAD,DIGUILLIN,BULNES,40065143,29,03,,ADQUISICIÓN FURGÓN DE SOPORTE PARA CUERPO DE BOMBEROS DE BULNES,"$53,600",$0,"$53,600","$53,600",,308/2025,,,3. CREACION PPT.,0%,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$53,600",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$53,600",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$53,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40056507-2025,2025,CHILLAN,MUNICIPIO,VIALIDAD,DIGUILLIN,CHILLÁN,40056507,33,03,125,"CONSERVACION CAMINO A LOS MONTES, CHILLAN",,,,"$160,228",,,,,9. TERMINADO,100%,,,,,1171317-11-LQ25,CAROLINA VILLEGAS SILVA,,6.5.25,45,,,Pablo Troncoso Alarcon,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$160,228","$160,228",,,,,,"$160,228",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40073352-2025,2025,QUIRIHUE,MUNICIPIO,SEGURIDAD,ITATA,QUIRIHUE,40073352,33,03,125,"HABILITACIÓN EDIFICIO CASIANO ANDRADE VERA, QUIRIHUE","$303,399",$0,,"$303,399",,,,,5. EN LICITACIÓN,0%,CJG 27.8.25 EN LICITACION ADJUDICA 10 OCTUBRE // CJG 22.8.25 ENVIAN BASES PARA OBSERVACIONES //,,,,4174-59-LQ25,,,,,,,Cristian Jaque Guzman,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$303,399",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$303,399",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$303,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40050859-2025,2025,CHILLAN,MUNICIPIO,DEPORTE,DIGUILLIN,CHILLÁN,40050859,33,03,125,MEJORAMIENTO CANCHAS BRISAS DEL BICENTENARIO Y LOS VOLCANES 6 Y 7 ,"$99,618",$0,"$99,618","$99,618",,,,,9. TERMINADO,100%,CJG 19.6.25 SOLICITA AUTORIZACION A COSTO CERO //,,,,,CHIVILINGO OBRAS EN AGUA SPA,77112129-2,,70,,,Emiliano Dominguez Fuentes,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$99,618",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$99,618",,,,,,,,,,,,,,,,,,,"$99,618","$99,618",,,,,"$99,618","$99,618",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40063741-2025,2025,ARMADA DE CHILE,SECTORIAL / OTRO,SEGURIDAD,ITATA,COBQUECURA / COELEMU / TREHUACO,40063741,29,03,,ADQUISICIÓN UNIDAD DE DESPLIEGUE DE POLICÍA MARÍTIMA ÑUBLE,"$476,714",$0,"$476,714","$476,714",,,,,3. CREACION PPT.,,,,,,,,,,,,,Cristian Jaque Guzman,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$476,714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048583-2025,2025,NINHUE,MUNICIPIO,AGUA POTABLE,ITATA,NINHUE,40048583,31,02,,"CONSTRUCCIÓN SISTEMA DE AGUA POTABLE RURAL, SECTOR AGUA FRÍA, COMUNA DE NINHUE","$734,433",$0,"$734,433","$734,433",,,,,4. CONVENIO FIRMADO,,"CJG 5.6.25 EN LICITACION CIERRA 7.7.25 // 12.5.25 CJG SE ENVIA A UT convenio mandato tomado de razón por la Contraloría y su resolución afecta que lo aprueba, del proyecto que se indica, lo que permitirá dar inicio a los procesos administrativos de licitación para su ejecución",,,,4121-22-LR25,,,,,,,Pablo Troncoso Alarcon,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$734,433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40045992-2023,2023,,MUNICIPIO,SALUD,REGIONAL,REGIONAL,40045992,31,02,004/002,CONSTRUCCIÓN INSTITUTO REHABILITACIÓN INFANTIL TELETON ÑUBLE,"$9,576,944",,"$9,576,944","$12,156,819",,,,,7. EN EJECUCIÓN,,CJG 30.10.24 CONTRATO TOTALMENTE TRAMITADO,,,,,EMPRESA CONSTRUCTORA DIGUA LIMITADA,79.766.650-5,,600,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000","$5,000","$59,600","$59,600","$64,600","$64,600","$12,092,219",,,,,,,,,,,,,,,,,,,,,,,"$239,023","$239,023","$239,023","$239,023","$11,853,196","$24,158","$24,158","$478,045","$478,045","$1,896,662","$1,896,662","$254,543","$254,543","$876,162","$876,162",,,"$677,485","$677,485",,,"$890,119","$890,119","$15,413","$15,413","$912,371","$912,371",,,"$6,024,958","$6,024,958","$5,828,238",,,"$64,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40037767-2022,2022,MOP - VIALIDAD,SECTORIAL / OTRO,VIALIDAD,REGIONAL,REGIONAL,40037767,31,02,004/002,"CONSERVACION RUTA N-14-O, CRUCE RUTA 126S (COELEMU) CRUCE O-274(TOMÉ), SECTOR: COELEMU-LÍMITE REGIONAL (PUREMA), COMUNA DE COELEMU, REGION DE ÑUBLE","$2,294,852",$0,"$2,294,852","$2,294,852","$184,717",715,20.7.23,,7. EN EJECUCIÓN,60%,"CJG 1.8.23 AUMENTO APROBADO PARA ADJUDICAR // CJG 6.4.23 SE LICITARÁ EN ABRIL // CJG 28.2.23 CONVENIO EN VIALIDAD FIRMADO POR AMBAS PARTES, SE DEBE LICITAR POR VIALIDAD // ",,,,1068829-23-O123,CONSTRUCTORA 2TH LIMITADA,76.392.767-9,27.05.2024,360,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,479,569",,,,,,,,,,,,,,,,,"$218,618","$218,618",,,"$307,308","$307,308","$287,038","$287,038","$812,964","$812,964","$1,666,605","$400,073","$400,073",,,"$768,715","$768,715",,,"$381,202","$381,202",,,,,,,,,,,"$116,458",,,,"$1,666,448","$1,549,990","$116,615",,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40045787-2022/2024,2022/2024,NINHUE,MUNICIPIO,DEPORTE,ITATA,NINHUE,40045787,31,02,002,"CONSTRUCCION CANCHA PASTO SINTÉTICO Y CIERRE PERIMETRAL, SECTOR COYANCO",,$0,$0,"$26,535",,,,,9. TERMINADO,100%,,,,,4121-20-LE23,EREBITIS ARQUITECTO EIRL,,,,,,Antonia Leyton /  Pablo Troncoso,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,"$13,267","$13,267","$7,960","$7,960",,,"$21,227","$21,227","$5,308",,,"$5,307","$5,307",,,,,,,,,,,,,,,,,,,,,"$5,307","$5,307",$1,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40059771-2025,2025,NINHUE,MUNICIPIO,DEPORTE,ITATA,NINHUE,40059771,31,02,002,"CONSTRUCCION CANCHA DE FUTBOL, SECTOR HUALTE, COMUNA DE NINHUE",,,,"$29,750",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,875","$14,875",,,"$8,925","$8,925",,,,,,,,,"$23,800","$23,800","$5,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40061807-2025,2025,CHILLÁN,MUNICIPIO,,DIGUILLIN,CHILLÁN,40061807,31,02,,"CONSERVACION FACHADA EXTERIOR, EDIFICIO PUBLICO, COMUNA CHILLÁN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40037958-2025,2025,QUIRIHUE,MUNICIPIO,,ITATA,QUIRIHUE,40037958,31,02,,ACTUALIZACION PLADECO COMUNA DE QUIRIHUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40064063-2025,2025,EL CARMEN,MUNICIPIO,EDUCACION,DIGUILLIN,EL CARMEN,40064063,24,03,490,TRANSFERENCIA PROGRAMA MEJORAMIENTO CALIDAD DE LA EDUCACION COMUNA DE EL CARMEN,,$0,$0,"$150,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$150,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,"$150,000","$150,000",,,,,,,,,,,,,,,,,"$150,000","$150,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40064179-2025,2025,CHILLAN,MUNICIPIO,EDUCACION,DIGUILLIN,CHILLÁN,40064179,24,03,490,TRANSFERENCIA FORTALECER LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLAN,,$0,$0,"$100,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$100,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$100,000","$100,000",,,,,,,,,,,"$100,000","$100,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40064065-2025,2025,PEMUCO,MUNICIPIO,EDUCACION,DIGUILLIN,PEMUCO,40064065,24,03,490,TRANSFERENCIA PROGRAMA DE MEJORAMIENTO ESCOLAR ALUMNOS RURALES COMUNA DE PEMUCO,,$0,$0,"$70,950",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$70,950",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,"$70,950","$70,950",,,,,,,,,,,,,,,,,"$70,950","$70,950",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40064079-2025,2025,QUILLÓN,MUNICIPIO,EDUCACION,DIGUILLIN,QUILLÓN,40064079,24,03,490,TRANSFERENCIA PROGRAMA DE RECUPERACION ASISTENCIA ESCOLAR EN LA COMUNA DE QUILLON,,$0,$0,"$220,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$220,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,"$220,000","$220,000",,,,,,,,,,,,,,,,,,,"$220,000","$220,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40052865-2025,2025,PORTEZUELO,MUNICIPIO,EDUCACION,ITATA,PORTEZUELO,40052865,31,02,004,"CONSERVACIÓN LICEO BICENTENARIO NIBALDO SEPÚLVEDA FERNÁNDEZ, COMUNA DE PORTEZUELO","$448,148",$0,"$448,148","$448,148",,,,,4. CONVENIO FIRMADO,,CJG 23.10.25 se envia a CGR toma de razon,,,,,,,,,,,,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$448,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40048087-2025,2025,RÁNQUIL,MUNICIPIO,DEPORTE,ITATA,RÁNQUIL,40048087,31,02,004,"CONSTRUCCIÓN CANCHA DE FÚTBOL SAN IGNACIO PALOMARES, COMUNA DE RÁNQUIL",,,$0,"$393,548",,,,,7. EN EJECUCIÓN,,,,,,2129-6-LR25,,,,,,,,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,929","$48,929",,,"$37,554","$37,554","$53,070","$53,070",,,,,"$139,553","$139,553","$253,995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40063496-2025,2025,RÁNQUIL,MUNICIPIO,EDUCACION,ITATA,RÁNQUIL,40063496,24,03,490,TRANSFERENCIA PROGRAMA DE RECUPERACION ASISTENCIA ESCOLAR EN LA COMUNA DE RANQUIL,,$0,$0,"$100,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$100,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,"$100,000","$100,000",,,,,,,,,,,,,,,,,,,"$100,000","$100,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40063900-2025,2025,COBQUECURA,MUNICIPIO,EDUCACION,ITATA,COBQUECURA,40063900,24,03,490,TRANSFERENCIA PARA MEJORAR LA CALIDAD DE LA EDUCACION EN LAS ESCUELAS COMUNA DE COBQUECURA,,$0,$0,"$60,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$60,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,"$60,000","$60,000",,,,,,,,,,,,,,,,,,,"$60,000","$60,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40046008-2025,2025,YUNGAY,MUNICIPIO,EDUCACION,DIGUILLIN,YUNGAY,40046008,24,03,490,TRANSFERENCIA MEJORAMIENTO ACCESO Y PERMANENCIA ESTAB. EDUCACIONALES COMUNA DE YUNGAY,,$0,$0,"$100,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$100,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,"$100,000","$100,000",,,,,,,,,,,,,,,,,,,"$100,000","$100,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40044053-2025,2025,COELEMU,MUNICIPIO,DEPORTE,ITATA,COELEMU,40044053,33,03,125,"CONSTRUCCION DE CAMARINES Y SS.HH. SECTOR MAGDALENA, COMUNA DE COELEMU",,$0,$0,"$130,728",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,Emiliano Dominguez Fuentes,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,728",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,728",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40060888-2025,2025,COELEMU,MUNICIPIO,DESARROLLO URBANO,ITATA,COELEMU,40060888,33,03,125,"MEJORAMIENTO EDIFICIO CONSISTORIAL, COMUNA DE COELEMU",,$0,$0,"$170,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,Emiliano Dominguez Fuentes,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$170,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$170,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40050745-2025,2025,COELEMU,MUNICIPIO,SALUD,ITATA,COELEMU,40050745,33,03,125,"MEJORAMIENTO POSTA DE SALUD RURAL GUARILIHUE, COMUNA DE COELEMU",,$0,$0,"$143,883",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,Emiliano Dominguez Fuentes,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$143,883",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$143,883",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$143,883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40061033-2025,2025,SAN NICOLAS,MUNICIPIO,DEPORTE,PUNILLA,SAN NICOLÁS,40061033,33,03,125,"MEJORAMIENTO MEDIALUNAS CURICA Y LUCUMÁVIDA SUR, COMUNA DE SAN NICOLÁS",,$0,$0,"$171,983",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,Pablo Troncoso,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$171,983",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$171,983",,,,,,,,,,,"$150,265","$150,265",,,,,,,,,,,,,"$150,265","$150,265","$21,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40046205-2025,2025,SAN NICOLAS,MUNICIPIO,DEPORTE,PUNILLA,SAN NICOLÁS,40046205,33,03,125,"CONSTRUCCION ILUMINACION ESTADIO PUENTE ÑUBLE, COMUNA DE SAN NICOLAS",,$0,$0,"$173,686",,,,,7. EN EJECUCIÓN,,CJG 21.3.25 ADJUDICA 28 ABRIL,,,,1493-128-LQ24,,,,,,,Pablo Troncoso,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$173,686",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$173,686",,,,,"$78,497","$78,497",,,"$53,124","$53,124",,,,,,,,,,,"$42,064",,,,"$173,685","$131,621","$42,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40065162-2025,2025,QUILLÓN,MUNICIPIO,EDUCACION,DIGUILLIN,QUILLÓN,40065162,33,03,125,"MEJORAMIENTO ESPACIO PUBLICO VILLA RENACER, QUILLÓN","$130,088",$0,"$130,088","$130,088",,,,,5. EN LICITACIÓN,,CJG 21.3.25 ADJUDICA 28 ABRIL,,,,4366-3-LP25,,,,,,,Emiliano Dominguez Fuentes,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,088",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,088",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$130,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
